Price,Brand,Processor Brand,Processor Model,Generation,Processor Base Frequency,Processor Max Frequency,Processor Core,Processor Thread,CPU Cache,RAM,RAM Type,Storage Capacity,Display Size,Graphics Memory,Battery Capacity
126450,Asus,Intel,Core i7,11th Gen,2.8,4.7,4,8,12,8GB ,DDR4,512GB,15.6,2GB,42
129120,MSI,Intel,Core i5,12th Gen,3.3,4.4,8,12,12,8GB,DDR4,512GB,15.6,4GB,53
129700,Lenovo,Intel,Core i5,11th Gen,3.1,4.4,4,8,8,16GB,DDR4,512GB,16,2GB,75
129800,Acer,Intel,Core i5,12th Gen,3.1,4.4,12,16,18,8GB,DDR4,512 GB,15.6,4GB,57
129800,Asus,AMD,Ryzen 5,4th Gen,3,4,6,12,8,8GB,DDR4,512GB,17.3,4GB,48
136490,ASUS,Intel,Core i7,11th Gen,2.8,4.7,4,8,12,16GB,DDR4,512GB,13.3,Shared,33
137500,Asus,AMD,Ryzen 7,4th Gen,2.9,4.2,8,16,8,16GB,DDR4,512GB,15.6,4GB,48
138380,Asus,AMD,Ryzen 5,5th Gen,2.3,4.3,6,12,16,16GB,LPDDR4x,512GB,14,Shared,75
138600,Asus,Intel,Intel Core,12th Gen,2.3,4.3,12,16,18,16GB ,DDR4,512GB,16,Shared,70
143000,ASUS,Intel,Core i5,11th Gen,2.7,4.5,6,12,12,8GB,DDR4,512GB,15.6,4GB,48
143000,Asus,AMD,Ryzen 7,4th Gen,2.9,4.2,8,16,8,16GB ,DDR4,512GB,17.3,4GB,48
143810,ASUS,AMD,Ryzen 5,4th Gen,3,4,6,12,8,16GB ,DDR4,512GB SSD,15.6,4GB,63
145930,Lenovo,Intel,Core i7,11th Gen,3.3,4.8,4,8,12,16 GB,DDR4,"256GB  SSD
1TB  HDD",15.6,4GB,45
142020,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,LPDDR4X,512GB,14,Shared,63
145930,Lenovo,Intel,Core i7,11th Gen,3.3,4.8,4,8,12,16 GB,DDR4,"256GB  SSD
1TB  HDD",15.6,4GB,45
148500,HP,AMD,Ryzen 7,5th Gen,3.2,4.4,8,16,16,16 GB ,DDR4,512 GB,15.6,4 GB,52
220550,HP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL
149730,Asus,AMD,Ryzen 7,5th Gen,2,2,8,16,16,16GB,LPDDR4x,512GB,14,Shared,75
150820,Lenovo,Intel,Core i7,11th Gen,2.8,2.8,4,8,12,16GB ,DDR4,512GB SSD,14,Integrated,3
148500,MSI,Intel,Core i7,11th Gen,3,4.8,4,8,12,16GB ,LPDDR4x,1TB,14,2GB,52
152990,Apple,Apple,M2 chip,NULL,2.4,2.4,8,8,20,8GB,DDR4,256GB,13.6,Shared,52
152990,Apple,Apple,M2 chip,NULL,2.4,2.4,8,8,20,8GB,DDR4,256GB,13.6,Shared,52
152990,Apple,Apple,M2 chip,NULL,2.4,2.4,8,8,20,8GB,DDR4,256GB,13.6,Shared,52
152990,Apple,Apple,M2 chip,NULL,2.4,2.4,8,8,20,8GB,DDR4,256GB,13.6,Shared,52
155160,Lenovo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL
155160,MSI,Intel,Core i7,11th Gen,1.2,4.8,4,8,12,16GB ,LPDDR4,NVMe PCIe Gen4x4 SSD,14,4GB,52
154000,Acer,AMD,Ryzen 5,6th Gen,3.3,4.5,6,12,16,8GB,DDR5,1 TB,15.6,4GB,57
154000,ASUS,AMD,Ryzen 7,6th Gen,3.2,4.7,8,16,16,8GB,DDR5,512GB,15.6,4GB,56
154000,Asus,Intel,Core i5,12th Gen,3.3,4.4,8,12,12,8GB,DDR5,512GB,15.6,4GB,76
154000,Asus,AMD,Ryzen 7,4th Gen,2.9,4.2,8,16,8,8GB,DDR4,512GB,15.6,4GB,56
155100,ASUS,AMD,Ryzen 7,NULL,2.9,4.2,8,16,20,16GB,DDR4,512GB,15.6,4GB,63
156200,Microsoft,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,16GB,LPDDR4x,512GB,13.5,Shared,47
152000,Microsoft,Intel,Core i5,12th Gen,2.4,4.2,10,12,12,8GB,LPDDR5,256GB,13,Shared,47
156200,ASUS,Intel,Core i7,11th Gen,2.3,4.6,8,16,24,8GB,DDR4,512GB,15.6,4GB,48
151800,Acer,AMD,Ryzen 7,5th Gen,2.3,4.6,8,16,16,16GB,DDR4,256GB + 1TB,15.6,4GB,57
160580,ASUS,AMD,Ryzen 7,6th Gen,3.2,4.7,8,16,16,16GB,DDR5,512GB,16,NULL,70
161670,GIGABYTE,Intel,Core i5,12th Gen,3.2,4.7,12,16,18,8GB,DDR4,512GB SSD,15.6,6GB,54
160080,ASUS,AMD,Ryzen 7,7th Gen,4,4,10,16,16,16GB,DDR4,512GB,15.6,4GB,63
166550,Apple,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL
166550,Apple,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL
158500,Lenovo,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB,14,Shared,50
166590,Asus,Intel,Core i7,11th Gen,2.8,4.7,4,8,12,16GB ,LPDDR4X,512GB,14,Shared,63
169260,Asus,Intel,Core i7,11th Gen,2.8,4.7,4,8,12,16GB  ,LPDDR4X,512GB,14,Shared,63
168760,ASUS,AMD,Ryzen 9,5th Gen,3.3,3.3,8,16,16,16GB,DDR4,512GB,15.6,4GB,63
170500,ASUS,Intel,Intel Core,11th Gen,2.9,5,4,8,12,16GB,LPDDR4X,512GB,14,Shared,70
170500,Asus,Intel,Core i5,12th Gen,3.3,4.4,8,12,12,16GB ,DDR5,512GB,15.6,4GB,76
172420,Microsoft,Intel,Core i5,12th Gen,3.3,4.4,10,12,12,16GB ,LPDDR5X,512GB,13.5,Shared,47
176000,Asus,Intel,Core i7,12th Gen,2.3,2.3,14,20,24,8GB,DDR5,512GB,15.6,4GB,56
180400,Asus,Intel,Core i7,11th Gen,3.3,4.8,4,8,12,16GB ,DDR4,512GB,16,4GB,96
182600,ASUS,AMD,Ryzen 7,6th Gen,3.2,4.7,8,16,16,16GB,DDR5,512GB,15.6,NULL,56
182600,ASUS,AMD,Ryzen 7,6th Gen,3.2,4.7,8,16,16,16GB,DDR5,512GB,15.6,NULL,56
183950,Lenovo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL
183048,ASUS,Intel,Core i7,11th Gen,2.8,4.7,4,8,12,16GB,LPDDR4X,512GB,14,Shared,70
187710,Apple,Apple,M2 chip,NULL,2.4,2.4,8,8,20,8GB,DDR4,512GB,13.6,Shared,52
187000,Asus,Intel,Core i7,12th Gen,2.3,4.7,10,16,24,16GB ,DDR5,512GB,15.6,4GB,76
188790,Microsoft,Intel,Core i7,11th Gen,3,4.8,4,8,12,16GB,LPDDR4x,512GB,15,Shared,47
189200,Asus,AMD,Ryzen 7,5th Gen,3.2,4.4,8,16,16,16GB ,DDR4,512GB,15.6,6GB,90
191500,Lenovo,Intel,Core i7,11th Gen,2.8,4.7,4,8,12,16GB,DDR4,1TB SSD,13.3,Integrated,50
190460,Asus,AMD,Ryzen 7,5th Gen,2.8,4.4,8,16,16,16GB ,DDR4,512GB,16,4GB,96
192050,Microsoft,Intel,Core i5,11th Gen,2.6,4.4,4,8,8,16GB,LPDDR4x,256GB,14.4,Integrated,NULL
187710,Apple,Apple,M2 chip,NULL,2.4,2.4,8,8,20,8GB,DDR4,512GB,13.6,Shared,52
195800,ASUS,AMD,Ryzen 7,4th Gen,2.9,4.2,8,16,8,16GB,DDR4,512GB,15.6,6GB,90
199100,Apple,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL
190500,Lenovo,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,16GB,DDR4,512GB,14,4GB,50
200200,Asus,Intel,Core i5,12th Gen,3.3,4.4,8,12,12,16GB ,DDR5,512GB,15.6,6GB,76
204120,MSI,Intel,Core i7,11th Gen,2.3,4.6,8,16,24,16GB ,DDR4,512GB,16,6GB,90
193000,Lenovo,Intel,Core i7,11th Gen,2.8,4.7,4,8,12,16GB,DDR4,512GB,14,4GB,50
206800,ASUS,AMD,Ryzen 7,6th Gen,3.2,4.7,8,16,16,16GB,DDR5,512GB,15.6,NULL,90
217800,Asus,Intel,Core i7,12th Gen,2.3,4.7,10,16,24,16GB,DDR5,512GB,15.6,6GB,76
229480,ASUS,AMD,Ryzen 7,6th Gen,3.2,4.7,8,16,16,16GB,DDR5,512GB,15.6,6GB,90
231690,Acer,Intel,Core i7,12th Gen,3.5,4.7,14,20,24,16GB,DDR4,1 TB,15.6,6GB,57
237490,MSI,Intel,Core i7,13th Gen,2.2,5,12,16,18,16GB,LPDDR5,1TB,16,Shared,82
240330,ASUS,AMD,Ryzen 7,6th Gen,3.2,4.7,8,16,16,16GB,DDR5,512GB,17.3,6GB,90
241460,GIGABYTE,Intel,Core i7,11th Gen,2.3,4.6,8,16,24,16GB ,DDR4,1TB,15.6,8GB,99
240870,GIGABYTE,Intel,Core i7,12th Gen,2.3,2.3,14,20,24,16GB ,DDR4,1TB,15.6,6GB,99
233275,ASUS,Intel,i7-12700H,12th Gen,2.3,4.7,14,20,24,16GB  ,LPDDR5,1TB,14.5,Shared,76
235000,Apple,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL
246300,GIGABYTE,Intel,Core i7,10th Gen,2.2,5,8,16,16,32GB ,DDR4,512GB,15.6,8GB,99
253000,Asus,AMD,Ryzen 9,6th Gen,2.4,4.7,8,16,16,16GB,DDR4,1TB,14,8GB,76
257150,MSI,Intel,Core i7,13th Gen,2.4,4.9,10,16,24,16GB ,DDR5,1TB,15.6,6GB,53
258770,Apple,Apple,M2 Pro chip,NULL,NULL,NULL,10,16,8,16GB ,NULL,512GB,14.2,Shared,10
258500,Asus,AMD,Ryzen 7,6th Gen,2.8,4.7,8,16,16,16GB ,DDR5,1TB,15.6,6GB,90
263550,MSI,Intel,Core i7,13th Gen,2.4,4.9,10,16,24,16GB ,DDR5,1TB,17.3,6GB,53
258770,Apple,Apple,M2 Pro chip,NULL,NULL,NULL,10,16,8,16GB ,NULL,512GB,14.2,Shared,10
258230,ASUS,Intel,i7-12700H,12th Gen,2.3,4.7,14,20,24,16GB  ,LPDDR5,512GB,14.5,4GB,76
266000,Lenovo,Intel,Core i7,NULL,2.8,4.7,4,8,12,16GB,LPDDR4x,512GB SSD,14,Shared,57
313500,Dell,Intel,Core i7,12th Gen,2.1,4.7,12,16,18,16GB,LPDDR5,512GB,13.4,Shared,55
335500,Dell,Intel,Core i7,12th Gen,2.1,4.7,10,12,12,16GB,DDR5,512GB,14,Shared,60
367820,MSI,Intel,Core i7,13th Gen,2.4,5,14,20,24,16GB,DDR5,2TB,17.3,8GB,65
375410,Dell,Intel,Core i7,12th Gen,2.3,2.3,14,20,24,16GB,DDR5,512GB,15.6,4GB,86
385000,Apple,Apple,M2 Pro chip,NULL,NULL,NULL,12,16,8,16GB ,NULL,1TB,16.2,Shared,10
381920,ASUS,Intel,i9-12900H,12th Gen,2.5,5,14,20,24,32GB  ,LPDDR5,1TB,16,6GB,96
462000,Dell,Intel,Core i7,12th Gen,2.3,2.3,14,20,24,16GB,DDR5,1TB,17,6GB,97
836890,MSI,Intel,Core i9,13th Gen,2.2,5.6,24,32,36,64GB ,DDR5,4TB ,17.3,16GB,99
59400,Lenovo,Intel,Core i3,11th,3,4.1,2,4,6,8GB,DDR4,1TB,14,Shared,38
65450,Lenovo,Intel,Core i3,11th,3,4.1,2,4,6,8GB,DDR4,512GB,14,Shared,38
59400,Lenovo,Intel,Core i3,11th,3,4.1,2,4,6,8GB,DDR4,1TB,14,Shared,38
69850,Lenovo,Intel,Core i3,12th Gen,3,4.1,6,8,10,8GB,DDR4,512GB,15.6,Shared,45
92400,Lenovo,Intel,Core i5,12th Gen,3.3,4.4,10,12,12,8GB,DDR4,512GB SSD,15.6,Shared,45
118800,Lenovo,Intel,Core i5,12th Gen,3.3,4.4,10,12,12,16GB,DDR4,512GB ,15.6,2GB,76
126500,Lenovo,Intel,Core i5,12th Gen,3.3,4.4,10,12,12,16GB,DDR4,512GB,14,Shared,52
154000,Lenovo,Intel,Core i5,12th,3.3,4.4,8,12,12,16GB ,DDR4,512GB,16,4GB,71
269500,Lenovo,Intel,Core i7,12th Gen,3.6,4.8,14,20,24,16GB,DDR5,1TB,14,Shared,75
275590,Lenovo,Intel,Core i7,12th Gen,2.3,2.3,14,20,24,16GB,DDR5,1TB SSD,16,6GB,80
302500,Dell,Intel,Core i7,11th Gen,2.3,4.6,8,16,24,16GB  ,DDR4,1TB,15.6,4GB,86
295710,ASUS,AMD,Ryzen 7,5th Gen,3.2,3.2,8,16,16,16GB,DDR4,1TB,16,6GB,90
301130,Apple,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL
314500,Apple,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL
325000,ASUS,AMD,Ryzen 7,5th Gen,3.3,4.6,8,16,16,32GB,DDR4,1TB,16,6GB,90
335500,Dell,Intel,Core i7,11th Gen,1.2,4.8,4,8,12,16GB,DDR4,512GB,14,Shared,88
331510,Lenovo,AMD,Ryzen 7,3.2 GHz up to 4.4 GHz,NULL,NULL,8,16,16,16GB,DDR4,1TB,16,16GB,80
340690,Asus,AMD,Ryzen 9,5th Gen,3,4.8,8,16,16,32GB,DDR4,1TB SSD,13.4,4GB,62
349500,Apple,Apple,M2 Pro chip,NULL,NULL,NULL,12,16,8,16GB ,NULL,1TB,14.2,Shared,10
358640,Lenovo,AMD,Ryzen 9,5th Gen,3.3,3.3,8,16,16,16GB,DDR4,1TB,16,16GB,80
358640,ASUS,AMD,Ryzen 7,5th Gen,3.3,4.6,8,16,16,32GB,DDR4,1TB,16,8GB,90
379210,Asus,Intel,i9-12900H,12th Gen,2.5,5,14,20,24,32GB,DDR5,1TB SSD,16,8GB,90
393860,ASUS,Intel,Core i7,11th Gen,2.3,4.6,8,16,24,32GB,DDR4,1TB,16,6GB,90
422070,Apple,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL
412500,Apple,Apple,M1 Max Pro,NULL,NULL,NULL,10,NULL,16,32GB,NULL,1TB,16.2,Shared,10
667280,Apple,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL
566500,MSI,Intel,Core i9,13th Gen,2.2,5.6,24,32,36,32GB ,DDR5,2TB,16,8GB,99
246300,MSI,Intel,Core i7,12th Gen,2.3,4.7,10,16,24,16GB ,DDR5,1TB,17.3,6GB,53
68300,MSI,Intel,Core i3,11th Gen,3,4.1,2,4,6,8GB ,DDR4,512GB,14,Shared,39
79750,MSI,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB ,DDR4,512GB,15.6,Shared,39
177940,Lenovo,Intel,Core i7,12th,2.3,4.7,10,16,24,16GB ,DDR4,512GB,16,4GB,71
275590,Lenovo,Intel,Core i7,12th Gen,3.4,4.7,12,16,18,16GB,DDR5,1TB,14,Shared,75
203980,Lenovo,Intel,Core i7,12th Gen,3.4,4.7,12,16,18,16GB,DDR5,1TB SSD,13.3,Integrated,50
167090,Lenovo,Intel,Core i7,12th Gen,3.4,4.7,10,12,12,16GB,DDR4,512GB ,15.6,2GB,76
160580,Lenovo,Intel,Core i7,12th Gen,3.4,4.7,10,12,12,16GB,DDR4,512GB,14,Shared,52
269080,Lenovo,Intel,Core i7,12th Gen,2.3,2.3,14,20,24,16GB,DDR5,512GB,15.6,8GB,80
268860,Lenovo,Intel,Core i7,12th Gen,2.3,2.3,14,20,24,16GB,DDR5,1TB,15.6,6GB,80
275590,Lenovo,Intel,Core i7,12th Gen,2.3,2.3,14,20,24,16GB,DDR5,1TB SSD,16,6GB,99
182280,Lenovo,Intel,Core i7,12th Gen,2.3,2.3,14,20,24,16GB,DDR5,512GB,14,2GB,61
99000,MSI,Intel,Core i5,11th Gen,2.7,4.5,6,12,12,8GB,DDR4,512GB,15.6,4GB,51
104160,Lenovo,Intel,Core i5,11th Gen,2.6,4.4,4,8,8,8GB ,DDR4,"1TB HDD
256GB NVME SSD",15.6,4GB,NULL
115010,Apple,Apple,M1 chip,NULL,2,2,8,8,16,8GB,DDR4,256GB,13.3,Shared,49
48830,Acer,Intel,Core i3,11th Gen,1.7,4.1,2,4,6,4GB,DDR4,1TB HDD,15.6,Shared,36
49910,HP,Intel,Intel Celeron,Not Applicable,1.1,2.8,2,2,4,4GB,DDR4,256GB SSD,15.6,Shared,41
49910,Acer,Intel,Core i3,11th Gen,3,4.1,2,4,6,4GB,DDR4,1TB HDD,15.6,Shared,36
51320,Lenovo,Intel,Core i3,10th Gen,1.2,3.4,2,4,4,4GB,DDR4,256GB SSD,15.6,Shared,35
55340,HP,AMD,AMD Athlon,Not Applicable,2.3,3.2,2,2,5,8GB,DDR4,256GB SSD,15.6,Shared,NULL
55660,Lenovo,AMD,Ryzen 3,Not Applicable,2.6,3.5,2,4,5,8GB,DDR4,512GB SSD,15.6,Shared,42
57290,Dell,AMD,Ryzen 3,Not Applicable,2.6,3.5,2,4,5,8GB,DDR4,256GB SSD,15.6,Shared,41
62170,Dell,Intel,Core i3,11th Gen,2.6,4.1,2,4,6,8GB,DDR4,256GB SSD,15.6,Shared,41
62710,Dell,Intel,Core i3,11th Gen,2.6,4.1,2,4,6,8GB,DDR4,256GB SSD,15.6,Shared,41
65640,Hp,AMD,Ryzen 3,Not Applicable,2.6,3.8,4,8,4,8GB,DDR4,512GB SSD,15.6,Shared,41
66730,HP,Intel,Core i3,12th Gen,2.6,4.4,6,8,10,4GB,DDR4,256GB SSD,15.6,Shared,NULL
67600,Acer,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,1TB HDD,15.6,Shared,36
69440,Acer,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,1TB HDD+256GB SSD,15.6,Shared,36
69980,Acer,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,1TB HDD,15.6,Shared,36
69980,HP,Intel,Core i3,12th Gen,2.4,4.4,6,8,10,8GB,DDR4,512GB SSD,15.6,Shared,41
93530,Dell Inspiron,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,15.6,2GB,41
49910,HP,Intel,Intel Celeron,Not Applicable,1.1,4,2,2,4,4GB,DDR4,256GB SSD,15.6,Shared,NULL
32010,Dynabook,Intel,Intel Celeron,Not Applicable,1.9,3.8,2,2,2,4GB,DDR4,128GB SSD,14,Shared,45
33420,Dynabook,Intel,Intel Celeron,Not Applicable,1.9,3.6,2,2,2,4GB,DDR4,256GB SSD,14,Shared,45
38300,Lenovo,Intel,Intel Celeron,Not Applicable,1.1,2.8,2,2,4,4GB,DDR4,1TB HDD,15.6,Shared,35
38300,Lenovo,Intel,Intel Celeron,Not Applicable,1.1,2.8,2,2,4,4GB,DDR4,256GB SSD,15.6,Shared,35
38630,Lenovo,Intel,Intel Celeron,Not Applicable,1.1,2.8,2,2,4,4GB,DDR4,128GB eMMC,10.1,Shared,39
38520,Lenovo,Intel,Intel Celeron,Not Applicable,1.1,2.8,2,2,4,4GB,DDR4,1TB HDD,15.6,Shared,35
38840,Lenovo,Intel,Intel Celeron,Not Applicable,1.1,2.8,2,2,4,4GB,DDR4,256GB SSD,15.6,Shared,35
39390,Lenovo,Intel,Intel Celeron,Not Applicable,1.1,2.8,2,2,4,4GB,DDR4,256GB SSD,14,Shared,37
39390,Lenovo,Intel,Intel Celeron,Not Applicable,1.1,2.8,2,2,4,4GB,DDR4,256GB SSD,15.6,Shared,NULL
42100,Asus,Intel,Intel Celeron,Not Applicable,1.1,2.8,2,2,4,4GB,DDR4,1TB HDD,15.6,Shared,37
43080,Dell,Intel,Intel Celeron,Not Applicable,1.1,2.8,2,2,4,4GB,DDR4,1TB HDD,15.6,Shared,37
43400,Asus,Intel,Intel Celeron,Not Applicable,1.1,2.8,2,2,4,4GB,DDR4,1TB HDD,15.6,Shared,37
44270,Asus,Intel,Intel Celeron,Not Applicable,1.1,2.8,2,2,4,4GB,DDR4,1TB HDD,14,Shared,37
44270,Asus,Intel,Intel Celeron,Not Applicable,1.1,2.8,2,2,4,4GB,DDR4,1TB HDD,15.6,Shared,41
44270,Asus,Intel,Intel Celeron,Not Applicable,1.1,2.8,2,2,4,4GB,DDR4,1TB HDD,15.6,Shared,NULL
44700,Hp,Intel,Intel Celeron,Not Applicable,1.1,2.8,2,2,4,4GB,DDR4,1TB HDD,15.6,Shared,37
44810,Dell,Intel,Intel Pentium,Not Applicable,1.1,3.1,4,4,4,4GB,DDR4,1TB HDD,15.6,Shared,36
44490,Asus,Intel,Intel Celeron,Not Applicable,1.1,3.4,2,2,4,4GB,DDR4,1TB HDD,15.6,Shared,42
46220,Acer,AMD,Ryzen 3,Not Applicable,2.6,3.5,2,4,5,4GB,DDR4,1TB HDD,14,Shared,42
48610,Dell,Intel,Core i3,11th Gen,3,4.1,2,4,6,4GB,DDR4,1TB HDD,14,Shared,45
48280,Asus,Intel,Intel Celeron,Not Applicable,1.1,2.8,2,2,4,4GB,DDR4,512GB SSD,15.6,Shared,NULL
48720,Dynabook,Intel,Core i3,10th Gen,2.1,4.1,2,4,4,8GB,DDR4,256GB SSD,14,Shared,37
48830,Acer,AMD,Ryzen 3,Not Applicable,2.6,3.5,2,4,4,8GB,DDR4,256GB SSD,15.6,Shared,37
50240,Asus,Intel,Core i3,10th Gen,2.1,4.1,2,4,4,4GB,DDR4,1TB HDD,15.6,Shared,37
50240,Asus,Intel,Core i3,10th Gen,2.1,4.1,2,4,4,4GB,DDR4,1TB HDD,15.6,Shared,37
50240,Asus,Intel,Core i3,10th Gen,2.1,4.1,2,4,4,4GB,DDR4,1TB HDD,14,Shared,37
50240,Asus,Intel,Core i3,10th Gen,2.1,4.1,2,4,4,4GB,DDR4,256GB SSD,14,Shared,37
50780,Asus,Intel,Core i3,10th Gen,2.1,4.1,2,4,4,4GB,DDR4,1TB HDD,15.6,Shared,42
50780,Asus,Intel,Core i3,10th Gen,1.2,3.4,2,4,4,4GB,DDR4,1TB HDD,15.6,Shared,42
51320,Asus,Intel,Intel Celeron,Not Applicable,1.1,2.8,2,2,4,4GB,DDR4,256GB SSD,11.6,Shared,36
51760,Dell,Intel,Core i3,11th Gen,3,4.1,2,4,6,4GB,DDR4,1TB HDD,14,Shared,36
51760,Dell,Intel,Core i3,11th Gen,3,4.1,2,4,6,8GB,DDR4,1TB HDD,14,Shared,37
52950,Acer,Intel,Core i3,11th Gen,3,4.1,2,4,6,8GB,DDR4,256GB SSD,15.6,Shared,41
53170,Acer,Intel,Core i3,11th Gen,1.7,4.1,2,4,6,8GB,DDR4,1TB HDD+256GB SSD,15.6,Shared,41
54470,Asus,AMD,Ryzen 3,Not Applicable,2.6,3.5,2,4,5,4GB,DDR4,1TB HDD,14,Shared,NULL
55010,Dell,Intel,Core i3,11th Gen,2.6,4.1,2,4,6,4GB,DDR4,256GB SSD,15.6,Shared,37
56420,Dell,Intel,Core i3,11th Gen,2.6,4.1,2,4,6,4GB,DDR4,1TB HDD,15.6,Shared,37
56100,Asus,Intel,Core i3,11th Gen,2.6,4.1,2,4,6,4GB,DDR4,1TB HDD,15.6,Shared,37
56200,Asus,AMD,Ryzen 3,Not Applicable,2.6,3.5,2,4,4,4GB,DDR4,1TB HDD,15.6,Shared,38
56200,Asus,Intel,Core i3,11th Gen,2.6,4.1,2,4,6,4GB,DDR4,1TB HDD,15.6,Shared,38
55880,Asus,Intel,Core i3,11th Gen,2.6,4.1,2,2,6,4GB,DDR4,1TB HDD,15.6,Shared,38
56640,Lenovo,Intel,Core i3,11th Gen,3,4.1,2,4,6,4GB,DDR4,256GB SSD,15.6,Shared,37
56420,Lenovo,Intel,Core i3,11th Gen,3,4.1,2,4,6,4GB,DDR4,256GB SSD,15.6,Shared,37
57830,Lenovo,Intel,Core i3,11th Gen,3,4.1,2,4,6,4GB,DDR4,1TB HDD,15.6,Shared,38
59460,Asus,AMD,Ryzen 3,Not Applicable,2.6,3.5,2,4,5,4GB,DDR4,512GB SSD,15.6,Shared,38
59460,Asus,Intel,Core i3,11th Gen,2.6,4.1,2,4,6,4GB,DDR4,256GB SSD,14,Shared,38
60220,Lenovo,Intel,Core i3,11th Gen,2.6,4.1,2,4,6,8GB,DDR4,1TB HDD,15.6,Shared,38
