Price,Brand,Processor Brand,Processor Model,Generation,Processor Base Frequency,Processor Max Frequency,Processor Core,Processor Thread,CPU Cache,RAM,RAM Type,Storage Capacity,Display Size,Graphics Memory,Battery Capacity
60000,Lenovo,Intel,Core i3,11th Gen,2.6,4.1,2,4,6,8GB,DDR4,1TB HDD,14,Shared,48
61410,Lenovo,Intel,Core i3,11th Gen,2.6,4.1,2,4,6,8GB,DDR4,256GB SSD,14,Shared,48
61520,Acer,Intel,Core i3,11th Gen,2.6,4.1,2,4,6,4GB,DDR4,1TB HDD+256GB SSD,14,Shared,37
61630,Asus,Intel,Core i3,10th Gen,2.1,4.1,2,4,4,4GB,DDR4,1TB HDD,14,Shared,37
61630,Asus,Intel,Core i3,11th Gen,2.1,4.1,2,4,6,4GB,DDR4,256GB SSD,14,Shared,37
61630,Asus,Intel,Core i3,11th Gen,3,4.1,2,4,6,4GB,DDR4,1TB HDD,15.6,Shared,41
62390,Asus,Intel,Core i3,11th Gen,3,4.1,2,4,6,4GB,DDR4,512GB SSD,15.6,Shared,41
63260,Hp,Intel,Core i3,11th Gen,3,4.1,4,8,8,8GB,DDR4,1TB HDD,15.6,Shared,41
63690,Dell,AMD,Ryzen 3,Not Applicable,2.7,4.1,4,8,8,8GB,DDR4,256GB SSD,15.6,Shared,41
63800,HP,Intel,Core i3,11th Gen,3,4.1,2,4,6,8GB,DDR4,1TB HDD,14,Shared,NULL
64020,HP,Intel,Core i3,11th Gen,2,3.7,4,8,8,8GB,DDR4,1TB HDD,15.6,Shared,41
64670,Hp,Intel,Core i3,11th Gen,2,3.7,4,8,8,8GB,DDR4,1TB HDD,15.6,Shared,37
64670,Hp,Intel,Core i3,11th Gen,2,4.1,2,4,6,8GB,DDR4,1TB HDD,15.6,Shared,NULL
64880,Asus,Intel,Core i3,11th Gen,2,4.1,2,4,6,4GB,DDR4,1TB HDD,14,Shared,42
64560,Asus,Intel,Core i5,10th Gen,1,3.6,4,8,6,4GB,DDR4,1TB HDD,15.6,Shared,40
64880,Lenovo,AMD,Ryzen 5,Not Applicable,2.8,4.3,4,8,6,8GB,DDR5,256GB SSD,14,Shared,42
64880,Acer,Intel,Core i3,Not Applicable,2.8,3.8,8,8,6,8GB,LPDDR5,512GB SSD,15.6,Shared,42
65100,Huawei,Intel,Core i3,11th Gen,3,4.1,2,4,6,8GB,DDR4,256GB SSD,15.6,Shared,37
65100,Huawei,Intel,Core i3,11th Gen,3,4.1,2,4,6,8GB,LPDDR4x,256GB SSD,15.6,Shared,45
65640,Asus,Intel,Core i3,11th Gen,3,4.1,2,4,6,8GB,DDR4,512GB SSD,15.6,Shared,39
65970,Lenovo,Intel,Core i3,11th Gen,3,4.1,2,4,6,8GB,DDR4,512GB SSD,15.6,Shared,45
65970,Lenovo,Intel,Core i3,11th Gen,3,4.1,2,4,6,8GB,DDR4,512GB SSD,14,Shared,42
67050,Asus,Intel,Core i3,11th Gen,3,4.1,2,4,6,4GB,DDR4,1TB HDD,14,Shared,42
67050,Asus,Intel,Core i3,11th Gen,3,4.1,2,4,6,4GB,DDR4,1TB HDD,15.6,Shared,NULL
67810,Asus,Intel,Core i5,10th Gen,3.6,3.6,4,8,6,8GB,DDR4,1TB HDD,15.6,Shared,37
67810,Asus,Intel,Core i3,11th Gen,3.6,4.1,2,4,6,8GB,DDR4,512GB SSD,15.6,Shared,37
67810,Asus,Intel,Core i3,11th Gen,3.6,4.1,2,4,6,8GB,DDR4,1TB HDD,15.6,Shared,37
67810,Asus,Intel,Core i3,11th Gen,3.6,4.1,2,4,6,8GB,DDR4,512GB SSD,14,Shared,45
68030,Lenovo,Intel,Core i3,11th Gen,3.6,4.1,2,4,6,4GB,DDR4,512GB SSD,14,Shared,NULL
68140,Asus,Intel,Core i5,10th Gen,3.6,3.6,4,8,6,8GB,DDR4,1TB HDD,15.6,Shared,40
68140,Acer,Intel,Core i3,12th Gen,3.6,4.4,6,8,10,8GB,DDR4,512GB SSD,15.6,Shared,NULL
68900,Hp,Intel,Core i3,12th Gen,3.6,4.4,6,8,10,8GB,DDR4,256GB SSD,15.6,Shared,42
69220,Asus,Intel,Core i3,11th Gen,3.6,4.1,2,4,6,4GB,DDR4,256GB SSD,14,Shared,42
69220,Asus,Intel,Core i3,11th Gen,3,4.1,2,4,6,4GB,DDR4,256GB SSD,15.6,Shared,42
69440,Dell,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,4GB,DDR4,1TB HDD,14,Shared,45
70310,Lenovo,Intel,Core i3,12th Gen,2.4,4.4,6,8,10,8GB,DDR4,512GB SSD,15.6,Shared,45
70310,Lenovo,Intel,Core i3,12th Gen,2.4,4.4,6,8,10,8GB,DDR4,512GB SSD,15.6,Shared,42
71390,Asus,Intel,Core i3,11th Gen,2.4,4.1,2,4,6,4GB,DDR4,512GB SSD,15.6,Shared,41
71940,Dell,Intel,Core i3,12th Gen,1.2,4.4,6,8,10,8GB,DDR4,512GB SSD,15.6,Shared,41
71940,Dell,Intel,Core i3,12th Gen,1.2,4.4,6,8,10,8GB,DDR4,512GB SSD,15.6,Shared,48
72700,Acer,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,14,Shared,37
73780,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,4GB,DDR4,1TB,15.6,Shared,40
73560,Acer,AMD,Ryzen 5,5th Gen,2.8,4.3,4,8,6,8GB,DDR5,512GB SSD,15.6,Shared,42
74000,Asus,Intel,Core i3,11th Gen,2.8,4.1,2,4,6,4GB,DDR4,512GB SSD,15.6,Shared,42
74540,Asus,Intel,Core i3,12th Gen,2.8,4.4,10,12,12,4GB,DDR4,512GB SSD,14,Shared,37
74650,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,4GB,DDR4,1TB HDD,15.6,Shared,45
75190,HP,AMD,Ryzen 3,Not Applicable,2.6,4,4,8,10,8GB,DDR4,512GB SSD,14,Shared,45
75190,HP,Intel,Core i3,11th Gen,3,4.1,2,4,6,8GB,DDR4,256GB SSD,15.6,Shared,45
75190,HP,Intel,Core i3,11th Gen,3,4.1,2,4,6,8GB,DDR4,256GB SSD,15.6,Shared,42
75410,Asus,Intel,Core i3,11th Gen,3,4.1,2,4,6,8GB,DDR4,512GB SSD,15.6,Shared,42
75410,Asus,Intel,Core i3,11th Gen,3,4.1,2,4,6,8GB,DDR4,512GB SSD,15.6,Shared,42
75410,Asus,Intel,Core i3,12th Gen,1.1,4.4,10,12,12,4GB,DDR4,512GB SSD,15.6,Shared,42
75410,Asus,Intel,Core i3,12th Gen,1.1,4.4,10,12,12,4GB,DDR4,512GB SSD,15.6,Shared,45
75630,Lenovo,Intel,Core i3,11th Gen,3,4.1,2,4,6,8GB,DDR4,512GB SSD,14,Shared,37
75950,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,4GB,DDR4,1TB HDD,15.6,Shared,41
77360,Dell,AMD,Ryzen 5,Not Applicable,2.3,4.3,6,12,16,8GB,DDR4,512GB SSD,15.6,Shared,48
78990,Asus,Intel,Core i5,10th Gen,1.6,4.2,4,8,6,4GB,DDR4,1TB HDD,14,Shared,41
79210,HP,AMD,Ryzen 5,Not Applicable,2.3,4.3,6,12,19,8GB,DDR4,512GB SSD,15.6,Shared,54
79210,Realme,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,LPDDR4x,512GB SSD,14,Shared,54
79210,Realme,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,LPDDR4x,512GB SSD,14,Shared,45
80070,Lenovo,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,15.6,Shared,41
80620,HP,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,14,Shared,38
80510,Lenovo,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,15.6,Shared,45
80620,Lenovo,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,14,Shared,37
81160,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,15.6,Shared,NULL
81590,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,1TB HDD,15.6,Shared,45
81700,Lenovo,Intel,Core i5,12th Gen,2.4,4.4,10,12,12,8GB,DDR4,256GB SSD,14,Shared,41
81920,HP,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,1TB HDD,15.6,Shared,42
82240,Huawei,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,15.6,Shared,56
82240,Huawei,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,14,Shared,42
82240,Huawei,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,15.6,Shared,45
83550,Lenovo,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,15.6,2GB,37
83760,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,14,Shared,45
84960,Lenovo,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,14,Shared,42
85500,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,4GB,DDR4,256GB SSD,14,Shared,40
85500,Acer,Intel,Core i5,12th Gen,2.4,4.4,10,12,12,8GB,DDR4,512GB SSD,15.6,Shared,45
86040,Lenovo,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,15.6,2GB,50
86580,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,14,Shared,42
87670,HP,Intel,Core i5,12th Gen,2.4,4.4,10,12,12,8GB,DDR4,512GB SSD,15.6,Shared,41
88210,Dell,Intel,Core i5,12th Gen,2.4,4.4,10,12,12,8GB,DDR4,512GB SSD,15.6,Shared,41
88210,Dell,Intel,Core i5,12th Gen,2.4,4.4,10,12,12,8GB,DDR4,512GB SSD,15.6,Shared,41
88970,MSI,Intel,Core i5,12th Gen,2.4,4.4,10,12,12,8GB,DDR4,512GB SSD,14,Shared,39
89840,MSI,AMD,Ryzen 7,Not Applicable,1.8,4.3,8,16,12,8GB,DDR4,512GB SSD,15.6,Shared,52
89840,Dell,Intel,Core i7,11th Gen,2.8,4.7,4,8,12,8GB,DDR4,512GB SSD,14,2GB,42
90060,Lenovo,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,14,2GB,56
90270,Lenovo,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,14,Shared,45
90380,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,4GB,DDR4,1TB HDD,14,Shared,42
91140,Dell,Intel,Core i5,11th Gen,2.4,4.5,4,8,8,8GB,DDR4,512GB SSD,15.6,Shared,54
91470,Lenovo,Intel,Core i5,12th Gen,2.4,4.4,10,12,12,8GB,DDR4,512GB SSD,15.6,Shared,45
91680,Acer,Intel,Core i7,11th Gen,2.8,4.7,4,8,12,8GB,DDR4,512GB SSD,14,Shared,48
92770,HP,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,14,Shared,45
92770,Asus,Intel,Core i5,12th Gen,1.7,4.4,12,16,12,8GB,DDR4,512GB SSD,14,Shared,42
92770,Asus,Intel,Core i5,12th Gen,1.7,4.4,12,16,12,8GB,DDR4,512GB SSD,15.6,Shared,42
93090,Acer,AMD,Ryzen 5,Not Applicable,2.1,4,6,12,11,8GB,DDR4,512GB SSD,15.6,4GB,48
93090,Lenovo,Intel,Core i5,12th Gen,3.3,4.4,10,12,12,8GB,DDR4,512GB SSD,15.6,Shared,45
93640,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,1TB HDD,15.6,Shared,42
93850,MSI,Intel,Core i7,12th Gen,2.4,4.7,10,12,12,8GB,DDR4,512GB SSD,15.6,Shared,39
94940,Lenovo,AMD,Ryzen 5,Not Applicable,2.1,4,6,12,11,8GB,DDR4,512GB SSD,14,Shared,52
94940,Asus,Intel,Core i5,12th Gen,1.7,4.4,12,16,12,8GB,DDR4,512GB SSD,14,Shared,42
94940,Asus,Intel,Core i5,12th Gen,1.7,4.4,12,16,12,8GB,DDR4,512GB SSD,15.6,Shared,42
95260,Asus,Intel,Core i5,12th Gen,1.3,4.4,10,12,12,8GB,DDR4,512GB SSD,14,Shared,42
95810,Asus,Intel,Core i5,10th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,14,Shared,50
95810,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,14,Shared,42
97330,Lenovo,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,14,Shared,45
97430,Asus,AMD,Ryzen 5,Not Applicable,3,4,6,12,11,8GB,DDR4,512GB SSD,15.6,4GB,48
97430,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,13.3,Shared,33
97430,MSI,Intel,Core i7,11th Gen,2.4,5,4,8,12,8GB,DDR4,512GB SSD,15.6,Shared,53
98080,MSI,Intel,Core i5,11th Gen,2.7,4.5,6,12,12,8GB,DDR4,512GB SSD,15.6,4GB,51
98300,Lenovo,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,15.6,Shared,45
98520,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,14,Shared,50
98520,Asus,Intel,Core i5,12th Gen,1.3,4.4,10,12,12,8GB,DDR4,512GB SSD,14,Shared,42
98520,HP,Intel,Core i5,12th Gen,1.3,4.4,10,12,12,8GB,DDR4,512GB SSD,14,Shared,51
98520,Hp,Intel,Core i5,12th Gen,1.3,4.4,10,12,12,8GB,DDR4,512GB SSD,15.6,Shared,51
98740,Asus,Intel,Core i5,10th Gen,2.5,4.5,4,8,8,8GB,DDR4,512GB SSD,15.6,4GB,48
99600,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,15.6,2GB,42
100360,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,15.6,2GB,42
100690,HP,Intel,Core i5,12th Gen,4.4,4.4,12,16,12,8GB,DDR4,512GB SSD,15.6,Shared,41
100690,HP,Intel,Core i5,12th Gen,4.4,4.4,12,16,12,8GB,DDR4,512GB SSD,15.6,Shared,41
101230,Dell,Intel,Core i7,12th Gen,4.4,4.7,10,12,12,8GB,DDR4,512GB SSD,15.6,Shared,NULL
101770,Acer,AMD,Ryzen 5,,2,4.5,6,12,19,8GB,DDR4,512GB SSD,14,Shared,48
102530,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,15.6,2GB,50
102860,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,13.3,Shared,66
103940,Asus,Intel,Core i7,11th Gen,2.8,4.7,4,8,12,8GB,DDR4,512GB SSD,15.6,Shared,37
104160,Lenovo,Intel,Core i5,11th Gen,2.8,4.4,4,8,8,8GB,DDR4,1TB HDD+256GB SSD,15.6,4GB,45
104700,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,15.6,Shared,42
104700,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,15.6,Shared,42
104920,Lenovo,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,14,Shared,52
105790,Acer,Intel,Core i5,12th Gen,2.4,4.4,12,16,12,8GB,DDR4,512GB SSD,15.6,4GB,50
106870,Asus,AMD,Ryzen 5,Not Applicable,2.1,4,6,12,11,8GB,LPDDR4x,512GB SSD,14,Shared,67
107200,Asus,Intel,Core i5,12th Gen,2.8,4.7,12,16,12,8GB,DDR4,512GB SSD,14,Shared,48
107630,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,15.6,2GB,42
107630,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,15.6,2GB,42
107630,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,15.6,2GB,42
107740,Lenovo,Intel,Core i7,11th Gen,2.8,4.7,4,8,12,8GB,DDR4,512GB SSD,14,Shared,45
107740,Lenovo,Intel,Core i7,11th Gen,2.8,4.7,4,8,12,8GB,DDR4,512GB SSD,15.6,Shared,45
107960,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,15.6,2GB,42
108280,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,14,Shared,50
109590,Acer,Intel,Core i5,12th Gen,3.3,4.4,12,16,12,8GB,DDR4,512GB SSD,15.6,4GB,50
110130,Dell,Intel,Core i7,11th Gen,2.8,4.7,4,8,12,8GB,DDR4,1TB HDD,14,Shared,42
109590,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,15.6,2GB,52
110130,Lenovo,AMD,Ryzen 7,Not Applicable,1.8,4.3,8,16,11,16GB,DDR4,512GB SSD,14,Shared,42
109040,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,15.6,2GB,50
110670,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,15.6,2GB,42
110670,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,15.6,2GB,42
111540,Asus,AMD,Ryzen 5,Not Applicable,2.3,4.3,6,12,16,8GB,DDR4,512GB SSD,14,Shared,48
111540,Acer,Intel,Core i5,12th Gen,2.3,4.4,12,16,12,16GB,DDR4,512GB SSD,15.6,4GB,50
111760,Lenovo,AMD,Ryzen 7,,1.9,4.4,8,16,19,16GB,DDR4,512GB SSD,14,Shared,56
112840,Microsoft,Intel,Core i3,10th Gen,1.3,3.9,2,4,4,8GB,DDR4,128GB SSD,10.5,Shared,NULL
115010,Apple,Apple,Apple M1,Not Applicable,1.3,3.4,8,Not Applicable,0,8GB,DDR4,256GB SSD,13.3,Shared,49
115010,Apple,Apple,Apple M1,Not Applicable,1.3,4.4,8,Not Applicable,0,8GB,DDR4,256GB SSD,13.3,Shared,49
115880,Asus,Intel,Core i7,11th Gen,2.8,4.7,4,8,12,8GB,DDR4,512GB SSD,15.6,Shared,42
118050,Gigabyte,Intel,Core i5,11th Gen,2.8,4.5,6,12,12,16GB,DDR4,512GB SSD,15.6,4GB,48
118050,Lenovo,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,14,Shared,45
118810,Lenovo,Intel,Core i5,11th Gen,3.1,4.4,4,8,8,8GB,DDR4,512GB SSD,15.6,4GB,45
118810,Asus,Intel,Core i7,11th Gen,2.8,4.7,4,8,12,16GB,DDR4,512GB SSD,14,Shared,50
119130,Acer,Intel,Core i5,12th Gen,2.8,4.4,12,16,12,16GB,LPDDR4x,512GB SSD,14,Shared,56
119890,Lenovo,Intel,Core i5,12th Gen,3.3,4.4,10,12,12,16GB,DDR4,512GB SSD,15.6,2GB,76
120440,Acer,Intel,Core i5,12th Gen,3.3,4.4,12,16,12,8GB,DDR4,512GB SSD,15.6,4GB,50
120440,Asus,Intel,Core i7,11th Gen,2.8,4.7,4,8,12,8GB,DDR4,512GB SSD,15.6,2GB,42
119350,Asus,Intel,Core i7,11th Gen,2.8,4.7,4,8,12,8GB,DDR4,256GB SSD,15.6,2GB,42
122060,MSI,Intel,Core i5,11th Gen,2.8,4.5,6,12,12,8GB,DDR4,512GB SSD,15.6,4GB,51
122390,Asus,Intel,Core i5,11th Gen,2.8,4.5,4,8,8,8GB,DDR4,512GB SSD,14,Shared,63
122390,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,13.3,Shared,66
122390,Asus,Intel,Core i7,11th Gen,2.8,4.7,4,8,12,16GB,DDR4,512GB SSD,14,Shared,50
122610,Asus,Intel,Core i7,11th Gen,2.8,4.8,4,8,12,8GB,DDR4,512GB SSD,15.6,Shared,63
120440,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,LPDDR4x,1TB SSD,14,Shared,63
124230,Asus,Intel,Core i7,11th Gen,2.8,4.7,4,8,12,16GB,DDR4,512GB SSD,14,2GB,42
124230,Asus,Intel,Core i7,11th Gen,2.8,4.7,4,8,12,16GB,DDR4,512GB SSD,14,2GB,42
124230,Asus,Intel,Core i7,11th Gen,2.8,4.7,4,8,12,16GB,DDR4,512GB SSD,14,Shared,63
126950,Asus,Intel,Core i7,11th Gen,2.8,4.7,4,8,12,8GB,DDR4,512GB SSD,15.6,2GB,42
126950,Asus,AMD,Ryzen 5,Not Applicable,3,4,6,12,11,8GB,DDR4,512GB SSD,15.6,4GB,48
126950,Asus,Intel,Core i5,11th Gen,3.1,4.4,4,8,8,16GB,DDR4,512GB SSD,15.6,4GB,50
126950,Asus,Intel,Core i7,11th Gen,2.8,4.7,4,8,12,8GB,DDR4,512GB SSD,15.6,2GB,42
129120,MSI,Intel,Core i5,12th Gen,2.8,4.4,8,12,12,8GB,DDR4,512GB SSD,15.6,4GB,53
130740,Lenovo,Intel,Core i5,11th Gen,2.8,4.4,4,8,8,16GB,DDR4,512GB SSD,16,2GB,NULL
130740,Asus,AMD,Ryzen 5,,3,4,6,12,11,8GB,DDR4,512GB SSD,17.3,4GB,48
131290,Acer,Intel,Core i5,12th Gen,2.5,4.5,12,16,18,8GB,DDR4,512GB SSD,15.6,4GB,57
132370,MSI,Intel,Core i7,11th Gen,2.5,4.6,8,16,24,8GB,DDR4,1TB SSD,15.6,4GB,52
135080,Dell,Intel,Core i5,12th Gen,2.5,4.4,10,12,12,8GB,DDR4,512GB SSD,14,Shared,54
136490,Asus,Intel,Core i7,11th Gen,2.8,4.7,4,8,12,16GB,DDR4,512GB SSD,13.3,Shared,66
138340,Asus,AMD,Ryzen 7,Not Applicable,2.9,4.2,8,16,12,16GB,DDR4,512GB SSD,15.6,4GB,48
138880,Microsoft,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,LPDDR4x,256GB SSD,13,Shared,NULL
139970,HP,AMD,Ryzen 5,,3.3,4.2,6,12,19,8GB,DDR4,512GB SSD,16.1,Shared,70
138880,Asus,AMD,Ryzen 5,Not Applicable,2.3,4.3,6,12,16,16GB,LPDDR4x,512GB SSD,14,Shared,75
144090,Asus,Intel,Core i7,12th Gen,1.7,4.7,10,12,12,16GB,DDR5,512GB SSD,13.3,Shared,66
143220,Microsoft,Intel,Core i5,12th Gen,4.4,,10,12,12,8GB,LPDDR5x,256GB,13.5,Shared,45
144310,Asus,Intel,Core i5,11th Gen,4.4,4.5,6,12,12,8GB,DDR4,512GB SSD,15.6,4GB,48
144310,Asus,AMD,Ryzen 7,Not Applicable,2.9,4.2,8,16,12,16GB,DDR4,512GB SSD,17.3,4GB,48
144310,Asus,AMD,Ryzen 5,Not Applicable,3.3,4.2,6,12,19,16GB,DDR4,512GB SSD,15.6,4GB,50
144310,Asus,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,LPDDR4x,512GB SSD,14,Shared,63
145930,Lenovo,Intel,Core i7,11th Gen,3.3,4.8,4,8,12,16GB,DDR4,1TB HDD+256GB SSD,15.6,4GB,45
148100,Microsoft,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,13.5,Shared,45
150600,Microsoft,Microsoft,,Not Applicable,2.4,4.8,,,8,8GB,LPDDR4x,128GB SSD,13,Shared,47
149730,Asus,AMD,Ryzen 7,Not Applicable,2,4.5,8,16,20,16GB,LPDDR4x,512GB SSD,14,Shared,75
151360,Lenovo,Intel,Core i7,11th Gen,2.8,4.7,4,8,12,16GB,DDR4,512GB SSD,14,Shared,56
152770,Asus,Intel,Core i7,12th Gen,1.7,4.7,10,12,12,16GB,DDR5,512GB SSD,13.3,Shared,66
153530,Acer,AMD,Ryzen 7,Not Applicable,3.2,4.4,8,16,16,16GB,DDR4,1TB HDD+256GB SSD,15.6,4GB,57
152990,Apple,Apple,Apple M2,Not Applicable,3.2,4.1,8,Not Applicable,0,8GB,DDR4,256GB SSD,13.6,Shared,52
