Price,Brand,Processor Brand,Processor Model,Generation,Processor Base Frequency,Processor Max Frequency,Processor Core,Processor Thread,CPU Cache,RAM,RAM Type,Storage Capacity,Display Size,Graphics Memory,Battery Capacity
152990,Apple,Apple,Apple M2,Not Applicable,3.2,3.8,8,Not Applicable,0,8GB,DDR4,256GB SSD,13.6,Shared,52
155700,Asus,AMD,Ryzen 7,,2.9,4.2,8,16,12,8GB,DDR4,512GB SSD,15.6,4GB,56
155700,Acer,AMD,Ryzen 5,Not Applicable,3.3,4.5,6,12,16,8GB,DDR5,1TB SSD,15.6,4GB,57
155160,Lenovo,Intel,Core i7,11th Gen,2.8,4.7,4,8,12,16GB,DDR4,512GB SSD,14,2GB,52
155700,Asus,AMD,Ryzen 7,Not Applicable,3.2,4.7,8,16,20,8GB,DDR5,512GB SSD,15.6,4GB,56
155700,Asus,Intel,Core i5,12th Gen,3.2,4.4,8,12,12,8GB,DDR5,512GB SSD,15.6,4GB,76
155160,Lenovo,Intel,Core i5,12th Gen,3.3,4.4,8,12,12,16GB,DDR4,512GB SSD,16,4GB,71
155160,Asus,AMD,Ryzen 7,Not Applicable,3.2,4.4,8,16,20,16GB,DDR4,512GB SSD,15.6,4GB,63
156780,Microsoft,Intel,Core i5,12th Gen,3.2,4.4,10,10,12,8GB,LPDDR5,256GB SSD,13,Shared,47
157870,Apple,Apple,Apple M1,Not Applicable,3.2,4.4,8,Not Applicable,0,8GB,,256GB SSD,13.3,Shared,58
159280,Asus,Intel,Core i7,11th Gen,2.8,4.7,4,8,12,16GB,DDR4,512GB SSD,13.3,Shared,66
160580,Asus,AMD,Ryzen 7,Not Applicable,3.2,4.7,8,16,16,16GB,LPDDR5,512GB SSD,16,Shared,70
160580,Asus,AMD,Ryzen 7,Not Applicable,3.2,4.7,8,16,16,16GB,LPDDR5,512GB SSD,16,Shared,70
160580,Lenovo,Intel,Core i7,12th Gen,3.2,4.7,10,12,12,16GB,LPDDR4x,512GB SSD,14,Shared,52
161670,Gigabyte,Intel,Core i5,12th Gen,2.5,4.5,12,16,18,8GB,DDR4,512GB SSD,15.6,6GB,54
166550,Apple,Apple,Apple M2,Not Applicable,2.5,4.7,8,,0,8GB,,256GB SSD,13.3,Shared,58
167090,Lenovo,Intel,Core i7,12th Gen,3.5,4.7,10,12,12,16GB,DDR4,512GB SSD,15.6,2GB,76
169800,Asus,AMD,Ryzen 9,Not Applicable,3.3,4.6,8,16,20,16GB,DDR4,512GB SSD,15.6,4GB,50
169260,Acer,Intel,Core i7,12th Gen,3.3,4.7,14,20,24,16GB,DDR4,1TB HDD+512GB SSD,15.6,4GB,57
171970,Microsoft,Intel,Core i7,11th Gen,3,4.8,4,8,12,8GB,DDR4,512GB SSD,15,Shared,45
171430,Microsoft,Intel,Core i7,11th Gen,3,4.8,4,8,12,16GB,LPDDR4x,256GB SSD,15,Shared,45
171430,Asus,Intel,Core i7,11th Gen,3,5,4,8,12,16GB,LPDDR4x,512GB,14,Shared,70
171970,Asus,Intel,Core i5,12th Gen,3,4.4,8,12,12,16GB,DDR5,512GB SSD,15.6,4GB,76
172520,Microsoft,Intel,Core i5,12th Gen,3,4.4,10,12,12,16GB,LPDDR5x,512GB SSD,13.5,Shared,NULL
177400,Asus,Intel,Core i7,12th Gen,3,4.7,14,20,24,8GB,DDR5,512GB SSD,15.6,4GB,56
176860,Acer,Intel,Core i7,11th Gen,2.4,4.6,8,16,24,16GB,DDR4,1TB HDD+512GB SSD,15.6,4GB,NULL
177940,Lenovo,Intel,Core i7,12th Gen,2.4,4.7,10,16,24,16GB,DDR4,512GB SSD,16,4GB,71
182280,Lenovo,Intel,Core i7,12th Gen,2.4,4.7,14,20,24,16GB,DDR5,512GB SSD,14,2GB,NULL
183370,Asus,AMD,Ryzen 7,Not Applicable,3.2,4.7,8,16,20,16GB,DDR5,512GB SSD,15.6,4GB,90
183370,Asus,AMD,Ryzen 7,Not Applicable,3.2,4.7,8,16,20,16GB,DDR4,512GB SSD,15.6,4GB,90
185540,MSI,Intel,Core i5,12th Gen,3.2,4.4,4.4,12,12,16GB,DDR5,1TB SSD,15.6,6GB,53
187710,Apple,Apple,Apple M2,Not Applicable,3.2,4.4,8,Not Applicable,0,8GB,,512GB SSD,13.6,Shared,52
187710,Asus,Intel,Core i7,11th Gen,2.8,4.7,4,8,12,16GB,LPDDR4x,512GB SSD,14,Shared,52
188250,Asus,Intel,Core i7,12th Gen,2.3,4.7,10,16,24,16GB,DDR5,512GB SSD,15.6,4GB,70
188790,Microsoft,Intel,Core i7,11th Gen,3,4.8,4,8,12,16GB,LPDDR4x,512GB SSD,15,Shared,76
190420,Asus,AMD,Ryzen 7,Not Applicable,3.2,4.4,8,16,20,16GB,DDR4,512GB SSD,15.6,6GB,47
191500,Asus,AMD,Ryzen 7,Not Applicable,3.2,4.4,8,16,20,16GB,DDR4,512GB SSD,16,4GB,90
191500,Lenovo,Intel,Core i7,11th Gen,2.8,4.7,4,8,12,16GB,DDR4,1TB SSD,13.3,Shared,96
190960,Lenovo,Intel,Core i7,11th Gen,2.8,4.7,4,8,12,16GB,DDR4,1TB SSD,13.3,Shared,50
192050,Microsoft,Intel,Core i5,11th Gen,3.1,4.4,4,8,8,16GB,LPDDR4x,256GB SSD,14.4,Shared,50
192050,Apple,Apple,Apple M2,Not Applicable,3.1,4.4,8,Not Applicable,0,8GB,,512GB SSD,13.3,Shared,58
193130,MSI,Intel,Core i5,12th Gen,3.1,4.4,8,12,12,16GB,DDR5,512GB SSD,15.6,6GB,58
196930,Asus,AMD,Ryzen 7,Not Applicable,2.9,4.2,8,16,12,16GB,DDR4,512GB SSD,15.6,6GB,53
200180,Acer,Intel,Core i7,11th Gen,2.3,4.6,8,16,24,16GB,DDR4,1TB HDD+512GB SSD,15.6,6GB,90
201270,Asus,Intel,Core i5,12th Gen,2.3,4.4,8,12,24,16GB,DDR5,512GB SSD,15.6,6GB,NULL
203980,Lenovo,Intel,Core i7,12th Gen,3.4,4.7,12,16,18,16GB,DDR5,1TB SSD,13.3,Shared,70
207780,Asus,AMD,Ryzen 7,Not Applicable,3.2,4.7,8,16,20,16GB,DDR5,512GB SSD,15.6,6GB,76
210490,Microsoft,Intel,Core i7,12th Gen,3.2,4.7,10,12,12,16GB,LPDDR5,512GB SSD,13,Shared,50
214830,Microsoft,Intel,Core i7,12th Gen,3.2,4.7,10,12,12,16GB,LPDDR5x,512GB SSD,13.5,Shared,90
219710,Asus,Intel,Core i7,12th Gen,3.2,4.7,10,16,24,16GB,DDR5,512GB SSD,15.6,6GB,47
229480,Asus,AMD,Ryzen 7,Not Applicable,3.2,4.7,8,16,20,16GB,DDR5,512GB SSD,15.6,6GB,76
232190,Acer,Intel,Core i7,12th Gen,3.2,4.7,14,20,24,16GB,DDR4,1TB SSD,15.6,6GB,90
235450,MSI,Intel,Core i7,13th Gen,3.2,4.9,10,16,24,16GB,DDR5,1TB SSD,15.6,6GB,57
240330,Asus,AMD,Ryzen 7,Not Applicable,3.2,4.7,8,16,20,16GB,DDR5,512GB SSD,17.3,6GB,53
238700,Asus,Intel,Core i7,12th Gen,3.2,4.7,14,20,24,16GB,LPDDR5,1TB SSD,14.5,Shared,90
243040,Apple,Apple,Apple M2,Not Applicable,3.2,4.7,8,Not Applicable,0,16GB,,512GB SSD,13.3,Shared,76
246300,MSI,Intel,Core i7,12th Gen,3.2,4.7,10,16,24,16GB,DDR5,1TB SSD,17.3,6GB,58
254430,Asus,AMD,Ryzen 9,Not Applicable,3.3,4.9,8,16,20,16GB,DDR5,1TB SSD,14,8GB,53
254430,Microsoft,Intel,Core i7,12th Gen,3.3,4.8,10,12,12,32GB,LPDDR5,1TB SSD,13,Shared,76
259860,Asus,AMD,Ryzen 7,Not Applicable,3.2,4.7,8,13,20,16GB,DDR4,1TB SSD,15.6,6GB,70
263550,MSI,Intel,Core i7,13th Gen,3.2,4.9,10,16,24,16GB,DDR5,1TB SSD,17.3,6GB,47
268860,Lenovo,Intel,Core i7,12th Gen,3.5,4.7,14,20,24,16GB,DDR5,1TB SSD,15.6,6GB,90
269080,Lenovo,Intel,Core i7,12th Gen,3.5,4.8,14,20,24,16GB,DDR5,1TB SSD,14,Shared,53
269080,Lenovo,Intel,Core i7,12th Gen,3.5,4.7,14,20,24,16GB,DDR5,512GB SSD,15.6,8GB,80
265830,Asus,Intel,Core i7,12th Gen,3.5,4.6,14,20,24,16GB,LPDDR5,512GB SSD,14.5,4GB,75
275590,Lenovo,Intel,Core i7,12th Gen,3.4,4.7,12,16,18,16GB,DDR5,1TB SSD,14,Shared,80
275590,Lenovo,Intel,Core i7,12th Gen,3.4,4.7,14,20,24,16GB,DDR5,1TB SSD,16,6GB,75
275590,Lenovo,Intel,Core i7,12th Gen,3.5,4.7,14,20,24,16GB,DDR5,1TB SSD,16,6GB,80
279930,Lenovo,Intel,Core i7,12th Gen,3.5,4.7,14,20,24,16GB,DDR5,1TB SSD,16,8GB,99
297290,Apple,Apple,Apple M1,Not Applicable,3.5,4.7,8,Not Applicable,0,16GB,,1TB SSD,14.2,Shared,99
296210,Asus,AMD,Ryzen 7,Not Applicable,3.2,4.4,8,16,20,16GB,DDR4,1TB SSD,16,6GB,90
313020,Microsoft,Intel,Core i7,11th Gen,3.2,4.8,4,8,12,32GB,LPDDR4x,1TB SSD,14.4,4GB,56
318990,Apple,Apple,Apple M1,Not Applicable,3.2,4.8,10,Not Applicable,0,16GB,,1TB SSD,14.2,Shared,70
325500,Asus,AMD,Ryzen 9,Not Applicable,3.3,4.6,8,16,20,32GB,DDR4,1TB SSD,16,6GB,90
329840,MSI,Intel,Core i7,13th Gen,3.3,5,14,20,24,16GB,DDR5,2TB SSD,17.3,8GB,65
340690,Asus,AMD,Ryzen 9,Not Applicable,3,4.8,8,16,20,32GB,LPDDR4x,1TB SSD,13.4,4GB & 16GB,62
340690,Apple,Apple,Apple M1,Not Applicable,3,4.8,8,Not Applicable,0,32GB,,1TB SSD,14.2,Shared,70
355880,Apple,Apple,Apple M2,Not Applicable,3,4.8,12,Not Applicable,0,16GB,,1TB SSD,16.2,Shared,10
359140,Asus,AMD,Ryzen 9,Not Applicable,3.3,4.6,8,16,20,32GB,DDR4,1TB SSD,16,8GB,90
367820,MSI,Intel,Core i7,13th Gen,3.3,5,14,20,24,16GB,DDR5,2TB SSD,17.3,8GB,65
375410,Dell,Intel,Core i7,12th Gen,3.3,4.7,14,20,24,16GB,DDR5,512GB SSD,15.6,4GB,86
377580,Apple,Apple,Apple M1,Not Applicable,3.3,4.7,10,Not Applicable,0,32GB,,1TB SSD,14.2,Shared,70
379210,Asus,Intel,Core i9,12th Gen,3.3,5,14,20,24,32GB,DDR5,1TB SSD,16,8GB,90
398200,Apple,Apple,Apple M1,Not Applicable,3.3,5,10,Not Applicable,0,32GB,,1TB SSD,14.2,Shared,70
478490,MSI,Intel,Core i7,13th Gen,3.3,5,16,24,30,32GB,DDR5,2TB SSD,16,8GB,90
557690,MSI,Intel,Core i9,13th Gen,3.3,5.5,24,32,36,32GB,DDR5,2TB SSD,16,8GB,99
667280,Apple,Apple,Apple M1,Not Applicable,3.3,5.5,10,Not Applicable,0,64GB,,4TB SSD,16.2,Shared,10
840770,MSI,Intel,Core i9,13th Gen,3.3,5.6,24,32,36,64GB,DDR5,512GB,17.3,16GB,99
143000,Asus,AMD,Ryzen 7,4th Gen,2.9,4.2,4,4,8,8GB,DDR4,512GB SSD,15.6,Shared,56
162000,Apple,Apple,M2 chip,4th Gen,2.9,4.4,8,2,2,8GB,DDR4,256GB SSD,13.3,4GB,58
47500,LENOVO,Intel,Core i3,10th Gen,1.2,3.4,2,4,4,4GB,DDR4,256GB SSD,15.6,Shared,35
78000,Lenovo,Intel,Core i5,11th Gen,2.4,4.2,2,4,8,8GB,DDR4,512GB SSD,15.6,Shared,38
58000,Lenovo,Intel,Core i3,11th Gen,3,4.1,2,2,6,8GB,DDR4,256GB SSD,14,Shared,45
80500,Lenovo,Intel,Core i5,12th Gen,1.3,4.4,2,4,12,8GB,DDR4,512GB SSD,14,Shared,45
71500,LENOVO,AMD,Ryzen 5,5th Gen,2.3,4.3,NULL,4,16,16GB,DDR4,512GB SSD,14,NULL,45
103000,Lenovo,AMD,Ryzen 7,5th Gen,1.8,4.3,2,4,16,16GB,DDR4,512GB SSD,14,Shared,52.5
88000,LENOVO,AMD,Ryzen 5,5th Gen,2.1,4,2,4,8,8GB,DDR4,512GB SSD,14,Shared,52.5
67000,Lenovo,AMD,Ryzen 5,5th Gen,2.1,4,2,8,2,8GB,DDR4,512GB SSD,15.6,Shared,45
67000,LENOVO,AMD,Ryzen 5,5th Gen,2.3,4.3,2,8,16,8GB,DDR4,256GB SSD,14,Shared,45
75500,Lenovo,AMD,Ryzen 7,5th Gen,1.8,4.3,2,8,8,8GB,DDR4,512GB SSD,14,Shared,38
70000,Lenovo,AMD,Ryzen 5,5th Gen,2.1,4,2,8,6,8GB,DDR4,512GB SSD,14,Shared,45
55000,Lenovo,AMD,Ryzen 3,3th Gen,2.6,3.5,2,8,4,8GB,DDR4,512GB SSD,15.6,Shared,42
87000,HP,Intel,Core i5,11th Gen,2.4,4.2,2,8,8,8GB,DDR4,512GB SSD,14,Shared,45
81000,HP,Intel,Core i5,11th Gen,3.3,4.4,2,8,12,8GB,DDR4,512GB SSD,15.6,Shared,41
47500,HP,Intel,Core i5,11th Gen,1.1,2.8,2,2,12,4GB,DDR4,256GB SSD,15.6,Shared,41
60700,HP,AMD,Ryzen 3,5th Gen,2.1,3.7,2,2,4,8GB,DDR4,512GB SSD,15.6,Shared,41
60000,HP,Intel,Core i3,11th Gen,2.1,3.7,2,2,8,4GB,DDR4,1GB SSD,15.6,Shared,41
62500,HP,Intel,Core i3,11th Gen,2.4,3.7,2,2,8,8GB,DDR4,1GB SSD,15.6,Shared,41
78000,ASUS,Intel,Core i5,11th Gen,2.4,4.2,2,2,8,8GB,DDR4,512GB SSD,15.6,Shared,37
92000,Acer,Intel,Core i5,11th Gen,2.4,4.2,2,2,8,16GB,LPDDR4,"512GB, SSD",14,Shared,14
48500,Acer,AMD,Ryzen 3,3th Gen,2.6,3.5,2,2,4,4GB,DDR4,1TBGB SSD,14,Shared,36
152000,Acer,AMD,Ryzen 7,5th Gen,1.3,3.2,2,2,4,16GB,DDR4,256GB SSD,15.6,Shared,57
63500,Acer,Intel,Core i5,11th Gen,2.4,4.2,2,2,8,8GB,DDR4,1GB SSD,15.6,Shared,36
47500,Acer,Intel,Core i5,11th Gen,2.4,4.1,2,2,12,4GB,DDR4,1GB SSD,15.6,Shared,36
71000,Acer,Intel,Core i5,11th Gen,2.5,4.7,2,2,8,8GB,DDR4,512GB SSD,15.6,Shared,50
101000,ACER,Intel,Core i5,11th Gen,3.3,4.4,2,2,12,8GB,DDR4,TotalGB SSD,15.6,Shared,50
109500,ACER,Intel,Core i5,11th Gen,3.3,4.4,2,2,12,8GB,DDR4,TotalGB SSD,15.6,Shared,50
85000,MSI,Ryzen,"7 5700U,",1th Gen,2.4,4.4,2,2,12,8GB,DDR4,2xGB SSD,15.6,Shared,50
112000,Lenovo,AMD,Ryzen 7,5th Gen,3.2,4.4,2,2,16,16GB,DDR4,1GB SSD,15.6,Shared,45
52500,Acer,Intel,Core i3,11th Gen,2.1,4.1,2,2,6,8GB,DDR4,1GB SSD,15.6,Shared,36
275000,ASUS,AMD,Ryzen 7,5th Gen,3.2,4.4,2,2,16,16GB,DDR4,1TBGB SSD,16,Shared,90
302000,Asus,AMD,Ryzen 9,5th Gen,2.1,4.4,2,4,20,32GB,DDR4,1TBGB SSD,16,Shared,90
115000,ASUS,Intel,Core i5,11th Gen,2.4,4.2,2,2,8,8GB,DDR4,512GB SSD,13.3,Shared,66
101000,Lenovo,AMD,Ryzen 5,5th Gen,3.3,4.2,2,4,16,8GB,DDR4,1TBGB SSD,15.6,Shared,45
150000,Gigabyte,Intel,Core i5,12th Gen,2.1,4.5,2,4,16,8GB,DDR4,512GB SSD,15.6,Shared,54
150000,Gigabyte,Intel,Core i5,12th Gen,2.7,4.5,2,2,18,8GB,DDR4,512GB SSD,15.6,Shared,54
112000,GIGABYTE,Intel,Core i5,11th Gen,2.7,4.5,4,4,16,8GB,DDR4,Gen4-GB SSD,15.6,Shared,48
227000,Gigabyte,Intel,Core i7,11th Gen,2.3,4.6,2,4,24,16GB,DDR4,1TBGB SSD,15.6,Shared,99
245000,GIGABYTE,Intel,Core i7,12th Gen,2.3,4.7,2,4,24,16GB,DDR4,GenGB SSD,15.6,Shared,99
224000,Gigabyte,Intel,Core i7,12th Gen,2.3,4.7,2,4,24,16GB,DDR4,1TBGB SSD,15.6,Shared,99
113000,Asus,AMD,Ryzen 7,5th Gen,1.8,4.3,2,4,12,16GB,LPDDR4,512GB SSD,14,Shared,67
42500,ASUS,Intel,Celeron N4020,9th Gen,1.1,2.8,2,4,4,4GB,DDR4,1TBGB SSD,15.6,Shared,37
62800,Asus,Intel,Core i3,11th Gen,3,4.1,2,4,6,8GB,DDR4,512GB SSD,15.6,Shared,37
69500,Asus,Intel,Core i3,11th Gen,3,4.1,2,4,6,8GB,DDR4,512GB SSD,15.6,Shared,42
52500,Asus,Intel,Core i3,10th Gen,2.1,4.1,4,2,4,4GB,DDR4,256GB SSD,14,Shared,37
49500,Asus,Intel,Core i3,10th Gen,2.1,4.1,2,4,4,4GB,DDR4,1TBGB SSD,14,Shared,37
0,ASUS,Intel,Core i5,11th Gen,3.1,4.4,2,4,8,8GB,DDR4,512GB SSD,15.6,Shared,76
214000,Asus,AMD,Ryzen 7,6th Gen,2.4,4.7,2,4,20,16GB,DDR5,512GB SSD,15.6,Shared,90
330000,ASUS,AMD,Ryzen 9,5th Gen,3.1,4.8,2,4,20,32GB,DDR4,1TBGB SSD,13.4,Shared,62
73000,ASUS,Intel,Core i5,11th Gen,2.4,4.2,2,4,12,8GB,DDR4,512GB SSD,14,Shared,38
123150,Apple,NULL,NULL,NULL,2.4,4.2,2,4,8,8GB,DDR4,256GB SSD,13.3,Shared,49.9
52500,ACER,Intel,Core i3,11th Gen,3,4.1,2,4,10,8GB,DDR4,256GB SSD,15.6,Shared,36
67000,HP,Intel,Core i3,12th Gen,3.3,4.4,2,4,10,8GB,DDR4,512GB SSD,15.6,Shared,41
69000,HP,Intel,Core i5,11th Gen,2.4,4.2,2,4,8,8GB,DDR4,1TBGB SSD,14,Shared,41
177000,Lenovo,Intel,Core i7,11th Gen,2.8,4.7,2,4,12,16GB,DDR4,1TBGB SSD,13.3,Shared,50
774900,MSI,Intel,Core i9,13th Gen,2.4,4.4,2,2,24,64GB,DDR4,2xGB SSD,17.3,Shared,99
155000,MSI,Intel,Core i7,12th Gen,2.4,4.7,4,4,24,8GB,DDR4,512GB SSD,15.6,Shared,53
109000,Lenovo,AMD,Ryzen 7,5th Gen,1.9,4.4,2,4,16,16GB,DDR4,512GB SSD,14,Shared,45
85000,HP,Intel,Core i5,11th Gen,2.4,4.2,2,4,8,8GB,DDR4,512GB SSD,14,Shared,45
63700,HP,Intel,Core i3,12th Gen,3.3,4.4,4,4,10,8GB,DDR4,256GB SSD,15.6,Shared,41
61700,HP,Intel,Core i3,12th Gen,3.3,4.4,2,4,10,4GB,DDR4,256GB SSD,15.6,Shared,41
72000,AVITA,Intel,Core i5,11th Gen,2.4,4.2,2,4,8,8GB,LPDDR4,StorageGB SSD,14,Shared,37
61000,ASUS,Intel,Core i3,11th Gen,3,4.1,2,4,6,8GB,DDR4,512GB SSD,15.6,Shared,37
52000,ASUS,Intel,Core i3,11th Gen,3,4.1,4,4,6,4GB,DDR4,1TBGB SSD,15.6,Shared,37
52000,ASUS,Intel,Core i3,11th Gen,3,4.1,8,4,6,4GB,DDR4,1TBGB SSD,15.6,Shared,37
52000,ASUS,Intel,Core i3,11th Gen,3,4.1,4,4,6,4GB,DDR4,1TBGB SSD,15.6,Shared,37
57500,Asus,Intel,Core i3,10th Gen,2.1,4.1,2,4,4,8GB,DDR4,1TBGB SSD,14,Shared,44
365000,DELL,Intel,Core i9,12th Gen,3.1,5,6,4,24,16GB,DDR5,512GB SSD,15.6,Shared,86
390000,Dell,Intel,Core i9,12th Gen,3.1,5,4,4,24,32GB,DDR5,1GB SSD,15.6,Shared,86
61000,LENOVO,Intel,Core i3,11th Gen,3,4.1,4,8,8,8GB,DDR4,512GB SSD,,Shared,45
99500,LENOVO,Intel,Core i7,11th Gen,2.8,4.7,2,8,24,8GB,DDR4,512GB SSD,14,Shared,45
87000,DELL,Intel,Core i5,11th Gen,2.6,4.4,2,4,12,16GB,DDR4,512GB SSD,14,Shared,42
364990,ASUS,Intel,Core i9,12th Gen,2.5,5,4,8,24,32GB,LPDDR4,1TBGB SSD,14,Shared,96
249990,ASUS,Intel,Core i7,12th Gen,2.3,4.7,4,8,24,16GB,LPDDR4,512GB SSD,14,Shared,76
249990,ASUS,Intel,Core i7,12th Gen,2.3,4.7,2,4,24,16GB,LPDDR4,512GB SSD,14.5,Shared,76
224990,ASUS,Intel,Core i7,12th Gen,2.3,4.7,6,4,24,16GB,LPDDR4,1TBGB SSD,14.5,Shared,76
159000,ASUS,Intel,Core i7,11th Gen,3,4.8,6,8,16,16GB,LPDDR4,512GB SSD,,Shared,70
333000,ASUS,AMD,Ryzen 7,5th Gen,3.3,4.6,2,8,16,32GB,DDR4,1TBGB SSD,16,Shared,90
97330,Lenovo,Intel,Core i5,11th Gen,2.4,4.2,2,8,16,8GB,DDR4,512GB SSD,14,Shared,45
66500,LENOVO,Intel,Core i3,11th Gen,3,4.1,4,4,6,8GB,DDR4,512GB SSD,14,Shared,45
111000,LENOVO,Intel,Core i5,11th Gen,3.1,4.4,4,4,8,8GB,DDR4,512GB SSD,15.6,Shared,75
36000,Lenovo,Intel,Celeron N4020,9th Gen,1.1,2.8,4,4,4,4GB,DDR4,1TBGB SSD,15.6,Shared,40
95000,LENOVO,AMD,Ryzen 5,5th Gen,2.3,4.2,6,4,16,16GB,DDR4,512GB SSD,14,Shared,56
60000,DELL,AMD,Ryzen 3,5th Gen,2.7,4.1,4,4,8,8GB,DDR4,256GB SSD,15.6,Shared,41
59500,ACER,Intel,Core i3,11th Gen,2.2,4.1,4,4,4,4GB,DDR4,1GB SSD,14,Shared,48
79900,ACER,Intel,Core i5,12th Gen,3.3,4.4,2,4,12,8GB,DDR4,512GB SSD,14,Shared,50
47950,Walton,Intel,Core i3,10th Gen,1.2,4.1,4,8,4,8GB,DDR4,512GB SSD,14,Shared,36
156500,MSI,Intel,Core i7,11th Gen,2.4,4.1,2,4,16,16GB,LPDDR4,1TBGB SSD,14,Shared,52
148000,MSI,Intel,Core i7,11th Gen,3,4.6,6,4,16,16GB,LPDDR4,1TBGB SSD,14,Shared,52
222000,MSI,Intel,Core i7,11th Gen,2.4,4.6,6,4,24,16GB,DDR4,512GB SSD,16,Shared,90
58000,HP,Intel,Core i3,10th Gen,1.2,3.4,4,4,4,4GB,DDR4,1TBGB SSD,14,Shared,41
53200,Dell,Intel,Core i3,11th Gen,3,4.1,4,8,4,8GB,DDR4,1TBGB SSD,14,Shared,42
99000,Asus,Intel,Core i5,10th Gen,2.5,4.5,10,8,8,8GB,DDR4,512GB SSD,15.6,Shared,48
55500,ASUS,Intel,Core i3,11th Gen,3,4.1,6,8,4,4GB,DDR4,512GB SSD,14,Shared,38
183000,Apple,NULL,NULL,NULL,2.5,3.7,10,4,4,8GB,DDR4,512GB SSD,13.6,Shared,52
165000,Apple,NULL,NULL,NULL,3.3,3.3,6,4,4,8GB,DDR4,256GB SSD,13.6,Shared,52
91500,LENOVO,Intel,Core i5,11th Gen,2.4,4.2,4,8,8,8GB,DDR4,512GB SSD,15.6,Shared,45
2800,WIWU,Intel,NULL,NULL,2.3,4.1,4,8,8,NULL,DDR4,NULL,NULL,Shared,40
2700,WIWU,NULL,NULL,NULL,1.6,4.4,4,8,8,NULL,DDR4,NULL,NULL,Shared,40
70990,Walton,Intel,Core i7,10th Gen,2.3,4.1,4,4,8,8GB,DDR4,512GB SSD,14,Shared,31
57550,Walton,Intel,Core i5,8th Gen,1.6,3.4,4,8,6,8GB,DDR4,1TBGB SSD,14,Shared,36
55550,Walton,Intel,Core i5,8th Gen,1.6,3.4,4,8,6,8GB,DDR4,1TBGB SSD,14,Shared,36
59990,Walton,Intel,Core i5,10th Gen,1.6,4.1,4,8,6,8GB,DDR4,512GB SSD,14,Shared,31
59990,Walton,Intel,Core i5,10th Gen,1.6,4.1,4,8,6,8GB,DDR4,512GB SSD, ,Shared,31
122850,Walton,Intel,Core i7,10th Gen,2.3,4.2,6,8,16,16GB,DDR4,512GB SSD,15.6,Shared,49
