Price,Brand,Processor Brand,Processor Model,Generation,Processor Base Frequency,Processor Max Frequency,Processor Core,Processor Thread,CPU Cache,RAM,RAM Type,Display Size,Graphics Memory,Battery Capacity
70400.0,4.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,14.0,1.0,48.0
129800.0,5.0,1.0,2.0,11.0,2.3,4.6,3.0,3,13.0,1.0,1.0,15.6,4.0,51.0
29950.0,11.0,1.0,7.0,12.0,1.1,2.8,2.0,2,4.0,4.0,3.0,14.0,1.0,10.0
32010.0,9.0,1.0,7.0,10.0,1.9,1.9,2.0,2,2.0,4.0,1.0,14.0,1.0,45.0
32999.0,6.0,2.0,10.0,11.0,3.1,3.7,2.0,2,1.0,4.0,1.0,14.1,1.0,10.0
33420.0,9.0,1.0,7.0,10.0,1.9,1.9,2.0,2,2.0,4.0,1.0,14.0,1.0,45.0
37950.0,2.0,1.0,7.0,11.0,1.1,2.8,2.0,2,4.0,4.0,1.0,15.6,1.0,45.0
37950.0,2.0,1.0,7.0,12.0,1.1,2.8,2.0,2,4.0,4.0,1.0,15.6,1.0,45.0
38630.0,2.0,1.0,7.0,11.0,1.1,2.8,2.0,2,4.0,4.0,1.0,10.1,1.0,39.0
38520.0,2.0,1.0,7.0,11.0,1.1,2.8,2.0,2,4.0,4.0,1.0,15.6,1.0,35.0
38500.0,2.0,1.0,7.0,12.0,1.1,2.8,2.0,2,4.0,4.0,1.0,15.6,1.0,45.0
43400.0,1.0,1.0,7.0,11.0,1.1,2.8,2.0,2,4.0,4.0,1.0,15.6,1.0,37.0
46550.0,9.0,1.0,3.0,10.0,2.1,4.1,2.0,2,4.0,1.0,1.0,14.0,1.0,45.0
45650.0,1.0,1.0,7.0,11.0,1.1,2.8,2.0,2,4.0,4.0,1.0,15.6,1.0,37.0
46200.0,1.0,1.0,7.0,4.0,1.1,2.8,2.0,2,4.0,4.0,1.0,15.6,1.0,37.0
46200.0,1.0,1.0,7.0,11.0,1.1,2.8,2.0,2,4.0,4.0,1.0,15.6,1.0,37.0
48280.0,1.0,1.0,7.0,12.0,1.1,2.8,2.0,2,4.0,4.0,1.0,15.6,1.0,42.0
47740.0,1.0,1.0,7.0,12.0,1.1,2.8,2.0,2,4.0,4.0,1.0,14.0,1.0,37.0
48830.0,4.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,4.0,1.0,15.6,1.0,36.0
49910.0,3.0,1.0,7.0,11.0,1.1,2.8,2.0,2,4.0,4.0,1.0,15.6,1.0,41.0
49830.0,1.0,1.0,3.0,10.0,2.1,4.1,2.0,2,4.0,4.0,1.0,15.6,1.0,37.0
50240.0,1.0,1.0,3.0,10.0,2.1,4.1,2.0,2,4.0,4.0,1.0,14.0,1.0,37.0
49410.0,1.0,1.0,3.0,10.0,2.1,4.1,2.0,2,4.0,4.0,1.0,14.0,1.0,37.0
49950.0,1.0,1.0,3.0,10.0,1.2,3.4,2.0,2,4.0,4.0,1.0,15.6,1.0,37.0
49910.0,1.0,1.0,7.0,7.0,1.1,2.8,2.0,2,4.0,4.0,1.0,15.6,1.0,42.0
50280.0,1.0,1.0,3.0,10.0,2.1,4.1,2.0,2,4.0,4.0,1.0,15.6,1.0,37.0
48830.0,4.0,2.0,6.0,3.0,2.6,3.5,2.0,2,9.0,1.0,1.0,15.6,1.0,45.0
49910.0,2.0,1.0,3.0,10.0,1.2,3.4,2.0,2,4.0,4.0,1.0,15.6,1.0,35.0
49500.0,1.0,1.0,7.0,4.0,1.1,2.8,2.0,2,4.0,4.0,1.0,11.6,1.0,42.0
51580.0,1.0,1.0,3.0,10.0,1.2,3.4,2.0,2,4.0,1.0,1.0,15.6,1.0,37.0
54449.0,6.0,1.0,3.0,10.0,2.1,4.1,2.0,2,4.0,4.0,1.0,14.0,1.0,36.0
50450.0,9.0,1.0,3.0,10.0,2.1,4.1,2.0,2,4.0,1.0,1.0,15.6,1.0,36.0
51860.0,6.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,4.0,1.0,14.0,1.0,42.0
54470.0,1.0,2.0,6.0,3.0,2.6,3.5,2.0,2,5.0,4.0,1.0,14.0,1.0,37.0
55340.0,3.0,2.0,11.0,3.0,2.3,3.2,2.0,2,4.0,1.0,1.0,15.6,1.0,41.0
55650.0,8.0,1.0,7.0,11.0,1.7,1.7,2.0,2,2.0,4.0,2.0,10.5,1.0,56.0
55380.0,1.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,4.0,1.0,15.6,1.0,37.0
56200.0,1.0,2.0,6.0,3.0,2.0,2.0,4.0,2,5.0,4.0,1.0,15.6,1.0,37.0
55380.0,1.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,4.0,1.0,15.6,1.0,37.0
56420.0,6.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,4.0,1.0,15.6,1.0,42.0
54450.0,1.0,1.0,3.0,10.0,1.2,3.4,2.0,2,4.0,4.0,1.0,15.6,1.0,37.0
57200.0,3.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,4.0,1.0,15.6,1.0,41.0
56640.0,2.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,4.0,1.0,15.6,1.0,45.0
56750.0,2.0,2.0,6.0,3.0,2.6,2.6,2.0,2,4.0,1.0,1.0,15.6,1.0,41.0
54790.0,4.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,1.0,1.0,15.6,1.0,36.0
55000.0,9.0,1.0,1.0,8.0,1.6,3.4,4.0,1,6.0,1.0,1.0,15.6,1.0,31.0
57200.0,2.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,4.0,1.0,15.6,1.0,45.0
54450.0,6.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,4.0,1.0,14.0,1.0,42.0
59400.0,3.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,4.0,1.0,15.6,1.0,41.0
59460.0,1.0,2.0,6.0,3.0,2.6,3.5,2.0,2,4.0,4.0,1.0,15.6,1.0,37.0
58000.0,4.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,4.0,1.0,15.6,1.0,48.0
58090.0,1.0,2.0,6.0,3.0,2.6,3.5,2.0,2,4.0,4.0,1.0,15.6,1.0,37.0
59400.0,2.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,1.0,1.0,15.6,1.0,38.0
61300.0,2.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,1.0,1.0,14.0,1.0,45.0
58190.0,9.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,1.0,1.0,14.0,1.0,49.0
62390.0,1.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,4.0,1.0,15.6,1.0,37.0
62930.0,3.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,1.0,1.0,15.6,1.0,41.0
63690.0,6.0,2.0,6.0,5.0,2.7,2.7,4.0,1,8.0,1.0,1.0,15.6,1.0,41.0
61050.0,1.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,4.0,1.0,15.6,1.0,42.0
63250.0,4.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,1.0,4.0,14.0,1.0,48.0
62470.0,9.0,1.0,2.0,8.0,1.8,4.0,4.0,1,8.0,1.0,1.0,15.6,1.0,31.0
63520.0,1.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,1.0,1.0,15.6,1.0,37.0
64020.0,1.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,1.0,1.0,15.6,1.0,37.0
63000.0,4.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,1.0,1.0,14.0,1.0,48.0
64560.0,1.0,1.0,1.0,10.0,1.0,3.6,4.0,1,6.0,4.0,1.0,15.6,1.0,37.0
62700.0,4.0,1.0,3.0,13.0,1.0,3.6,3.0,1,6.0,1.0,5.0,15.6,1.0,40.0
65640.0,3.0,2.0,6.0,5.0,2.6,3.8,4.0,1,4.0,1.0,1.0,15.6,1.0,41.0
65450.0,2.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,1.0,1.0,15.6,1.0,45.0
66730.0,3.0,1.0,3.0,12.0,3.0,4.1,6.0,1,10.0,4.0,1.0,15.6,1.0,41.0
65000.0,2.0,2.0,5.0,7.0,2.8,2.8,4.0,1,8.0,1.0,2.0,14.0,1.0,42.0
65000.0,2.0,2.0,5.0,7.0,2.8,2.8,4.0,1,8.0,1.0,2.0,15.6,1.0,42.0
67810.0,1.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,1.0,1.0,15.6,1.0,37.0
67810.0,1.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,1.0,1.0,15.6,1.0,37.0
69299.0,6.0,1.0,1.0,10.0,1.6,4.2,4.0,1,6.0,1.0,1.0,14.0,1.0,36.0
66770.0,1.0,1.0,1.0,10.0,1.0,3.6,4.0,1,6.0,1.0,1.0,15.6,1.0,37.0
69300.0,6.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,4.0,1.0,14.0,1.0,42.0
66000.0,4.0,1.0,3.0,12.0,3.3,4.4,6.0,1,10.0,1.0,1.0,15.6,1.0,40.0
68900.0,3.0,1.0,3.0,12.0,3.3,4.4,6.0,1,10.0,1.0,1.0,15.6,1.0,41.0
64600.0,10.0,1.0,3.0,11.0,2.4,4.2,2.0,2,6.0,1.0,1.0,15.6,1.0,42.0
64600.0,10.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,1.0,4.0,15.6,1.0,42.0
66000.0,2.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,14.0,1.0,38.0
67100.0,2.0,2.0,5.0,7.0,2.8,2.8,4.0,1,8.0,1.0,2.0,14.0,1.0,42.0
65325.0,9.0,1.0,1.0,10.0,1.6,4.2,4.0,1,6.0,1.0,1.0,15.6,1.0,36.0
69980.0,3.0,1.0,3.0,12.0,1.6,4.2,6.0,1,10.0,1.0,1.0,15.6,1.0,41.0
68200.0,2.0,2.0,5.0,7.0,2.8,2.8,4.0,1,8.0,1.0,2.0,15.6,1.0,42.0
67500.0,2.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,14.0,1.0,38.0
71390.0,1.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,4.0,1.0,15.6,1.0,42.0
69300.0,4.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,15.6,1.0,36.0
67500.0,2.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,1.0,1.0,14.0,1.0,45.0
71940.0,6.0,1.0,3.0,12.0,3.0,4.1,6.0,1,10.0,1.0,1.0,15.6,1.0,41.0
69300.0,2.0,2.0,5.0,5.0,2.3,4.3,6.0,4,9.0,1.0,4.0,15.6,1.0,45.0
70950.0,4.0,2.0,5.0,7.0,2.8,2.8,4.0,1,8.0,1.0,1.0,15.6,1.0,40.0
73820.0,1.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,4.0,1.0,15.6,1.0,37.0
74540.0,1.0,1.0,3.0,12.0,2.4,4.2,4.0,4,12.0,4.0,1.0,14.0,1.0,42.0
71500.0,2.0,2.0,5.0,5.0,2.3,4.3,6.0,4,9.0,1.0,4.0,15.6,1.0,45.0
75410.0,1.0,1.0,3.0,12.0,2.3,4.3,4.0,4,12.0,4.0,1.0,15.6,1.0,42.0
73700.0,2.0,2.0,5.0,5.0,2.1,4.0,6.0,4,8.0,1.0,1.0,15.6,1.0,38.0
74327.0,11.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,14.0,1.0,10.0
74327.0,11.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,14.0,1.0,10.0
74327.0,11.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,14.0,1.0,10.0
74327.0,11.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,14.0,1.0,10.0
74327.0,11.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,14.0,1.0,10.0
74327.0,11.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,14.0,1.0,10.0
73700.0,1.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,4.0,1.0,14.0,1.0,37.0
72358.0,9.0,1.0,1.0,11.0,2.4,4.2,4.0,1,6.0,1.0,1.0,14.0,1.0,49.0
77360.0,6.0,2.0,5.0,5.0,2.3,4.3,6.0,4,9.0,1.0,1.0,15.6,1.0,41.0
75416.0,11.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,14.0,1.0,10.0
75416.0,11.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,14.0,1.0,10.0
75416.0,11.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,14.0,1.0,10.0
75416.0,11.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,14.0,1.0,10.0
75416.0,11.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,14.0,1.0,10.0
79210.0,13.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,4.0,14.0,1.0,54.0
75600.0,6.0,1.0,3.0,11.0,2.0,3.7,4.0,1,8.0,1.0,1.0,14.0,1.0,42.0
79210.0,13.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,4.0,14.0,1.0,54.0
79200.0,2.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,15.6,1.0,45.0
80510.0,2.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,15.6,1.0,62.0
80510.0,2.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,15.6,1.0,42.0
79750.0,2.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,14.0,1.0,45.0
75450.0,9.0,1.0,2.0,10.0,1.8,4.9,4.0,1,8.0,1.0,1.0,15.6,1.0,36.0
80330.0,1.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,15.6,1.0,37.0
80850.0,2.0,1.0,1.0,12.0,2.4,4.2,4.0,4,12.0,1.0,1.0,14.0,1.0,45.0
82140.0,2.0,1.0,1.0,12.0,2.1,4.2,4.0,4,8.0,1.0,1.0,14.0,4.0,88.0
81920.0,10.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,4.0,15.6,1.0,42.0
82460.0,3.0,1.0,3.0,12.0,2.4,2.8,2.0,2,12.0,1.0,2.0,14.0,1.0,45.0
81960.0,1.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,15.6,1.0,37.0
85250.0,6.0,1.0,2.0,10.0,1.8,4.9,4.0,1,8.0,1.0,1.0,14.0,1.0,36.0
83590.0,1.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,14.0,1.0,37.0
82790.0,2.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,15.6,2.0,45.0
81420.0,10.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,15.6,1.0,42.0
81420.0,10.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,14.0,1.0,56.0
83600.0,4.0,1.0,1.0,12.0,3.3,4.4,4.0,4,12.0,1.0,1.0,15.6,1.0,40.0
85250.0,2.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,15.6,2.0,45.0
86580.0,1.0,1.0,8.0,5.0,4.1,4.2,4.0,3,12.0,1.0,1.0,16.2,1.0,10.0
87670.0,3.0,1.0,1.0,12.0,2.4,4.2,4.0,4,12.0,1.0,1.0,15.6,1.0,41.0
88210.0,6.0,1.0,1.0,12.0,2.8,4.7,4.0,4,12.0,1.0,1.0,15.6,1.0,41.0
85000.0,4.0,1.0,2.0,11.0,2.8,4.7,4.0,1,12.0,1.0,1.0,14.0,1.0,48.0
89560.0,2.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,14.0,2.0,56.0
90060.0,2.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,14.0,1.0,45.0
90600.0,2.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,15.6,2.0,45.0
85514.0,9.0,1.0,2.0,11.0,2.8,4.7,4.0,1,12.0,1.0,1.0,14.0,1.0,49.0
90750.0,2.0,1.0,1.0,12.0,2.8,4.7,4.0,4,12.0,1.0,1.0,15.6,1.0,45.0
87950.0,4.0,1.0,1.0,12.0,2.8,4.7,5.0,3,12.0,1.0,1.0,14.0,1.0,50.0
91180.0,4.0,1.0,2.0,11.0,2.8,4.7,4.0,1,12.0,1.0,1.0,14.0,1.0,48.0
90920.0,6.0,1.0,2.0,11.0,2.8,4.7,4.0,1,12.0,1.0,1.0,14.0,2.0,40.0
91900.0,6.0,1.0,1.0,11.0,3.2,4.5,4.0,1,8.0,1.0,1.0,15.6,1.0,54.0
88000.0,13.0,1.0,1.0,11.0,3.1,4.4,4.0,1,8.0,2.0,1.0,14.0,1.0,50.0
93300.0,3.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,14.0,1.0,45.0
92230.0,6.0,2.0,4.0,5.0,2.0,2.0,3.0,3,9.0,1.0,1.0,15.6,1.0,41.0
97330.0,2.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,14.0,1.0,45.0
90200.0,6.0,1.0,1.0,11.0,2.6,4.4,4.0,1,8.0,2.0,1.0,14.0,1.0,42.0
92770.0,1.0,1.0,1.0,12.0,2.6,4.4,5.0,3,12.0,1.0,1.0,15.6,1.0,42.0
92770.0,4.0,2.0,5.0,5.0,2.1,4.0,6.0,4,8.0,1.0,1.0,15.6,4.0,48.0
91850.0,6.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,14.0,1.0,42.0
93530.0,6.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,15.6,2.0,41.0
93850.0,2.0,1.0,1.0,5.0,1.6,4.3,4.0,1,8.0,2.0,3.0,16.0,1.0,37.0
92810.0,6.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,15.6,2.0,41.0
92524.0,3.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,15.6,1.0,45.0
94400.0,3.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,14.0,1.0,45.0
94940.0,1.0,1.0,1.0,12.0,2.4,4.2,5.0,3,12.0,1.0,1.0,14.0,1.0,42.0
97430.0,1.0,2.0,5.0,4.0,3.0,4.0,6.0,4,8.0,1.0,1.0,15.6,4.0,48.0
98520.0,3.0,1.0,1.0,12.0,2.4,4.2,4.0,4,12.0,1.0,1.0,14.0,1.0,41.0
98520.0,3.0,1.0,1.0,12.0,2.4,4.2,4.0,4,12.0,1.0,1.0,15.6,2.0,51.0
98740.0,1.0,1.0,1.0,10.0,2.5,4.5,4.0,1,8.0,1.0,1.0,15.6,4.0,48.0
95500.0,3.0,2.0,5.0,5.0,2.4,3.2,6.0,4,9.0,1.0,1.0,15.6,1.0,45.0
99820.0,3.0,1.0,1.0,12.0,2.5,4.5,5.0,3,12.0,1.0,1.0,15.6,1.0,41.0
100690.0,3.0,1.0,1.0,12.0,1.7,4.7,5.0,3,12.0,1.0,1.0,15.6,1.0,41.0
141900.0,3.0,1.0,2.0,12.0,1.7,4.7,4.0,4,12.0,1.0,1.0,14.0,1.0,41.0
99000.0,4.0,2.0,5.0,7.0,2.0,2.0,6.0,4,9.0,1.0,1.0,14.0,1.0,50.0
100410.0,1.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,15.6,2.0,42.0
102530.0,1.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,15.6,2.0,50.0
100466.0,1.0,2.0,4.0,5.0,20.0,4.4,4.0,3,9.0,1.0,1.0,15.6,1.0,63.0
99820.0,6.0,1.0,2.0,12.0,2.8,4.7,4.0,4,12.0,1.0,1.0,15.6,1.0,54.0
103940.0,1.0,1.0,2.0,11.0,2.8,4.7,4.0,1,12.0,1.0,1.0,15.6,1.0,37.0
104200.0,1.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,15.6,1.0,42.0
107250.0,1.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,13.3,1.0,33.0
105790.0,4.0,1.0,1.0,12.0,2.4,4.2,5.0,3,12.0,1.0,1.0,15.6,4.0,50.0
106870.0,10.0,1.0,1.0,12.0,3.3,4.4,3.0,4,12.0,2.0,4.0,16.0,1.0,60.0
107740.0,2.0,1.0,2.0,11.0,2.8,4.7,4.0,1,12.0,1.0,1.0,15.6,1.0,45.0
106700.0,2.0,1.0,2.0,11.0,2.8,4.7,4.0,1,12.0,1.0,1.0,14.0,1.0,45.0
105200.0,1.0,2.0,5.0,5.0,2.1,4.0,6.0,4,8.0,1.0,4.0,14.0,1.0,67.0
110130.0,2.0,2.0,4.0,5.0,1.8,4.3,3.0,3,8.0,2.0,1.0,14.0,1.0,52.0
110130.0,4.0,1.0,1.0,12.0,1.8,4.3,5.0,3,12.0,1.0,1.0,15.6,4.0,50.0
108540.0,1.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,15.6,2.0,42.0
109450.0,1.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,15.6,2.0,42.0
110170.0,1.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,15.6,2.0,42.0
109450.0,4.0,1.0,1.0,12.0,2.4,4.2,5.0,3,12.0,2.0,1.0,15.6,4.0,50.0
115010.0,7.0,3.0,10.0,11.0,2.0,2.0,3.0,1,4.0,1.0,1.0,13.3,1.0,49.0
112750.0,1.0,1.0,2.0,11.0,2.8,4.7,4.0,1,12.0,2.0,1.0,14.0,1.0,50.0
116640.0,2.0,1.0,1.0,11.0,3.1,4.4,4.0,1,8.0,1.0,1.0,15.6,4.0,41.0
117720.0,5.0,1.0,1.0,12.0,3.3,4.4,3.0,4,12.0,1.0,1.0,15.6,4.0,52.0
115600.0,1.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,14.0,1.0,67.0
112200.0,1.0,1.0,2.0,11.0,2.8,4.7,4.0,1,12.0,2.0,1.0,14.0,1.0,42.0
117700.0,4.0,1.0,1.0,12.0,2.8,4.7,5.0,3,12.0,2.0,4.0,14.0,1.0,56.0
120440.0,4.0,1.0,1.0,12.0,2.8,4.7,5.0,3,12.0,1.0,1.0,15.6,4.0,50.0
119350.0,1.0,1.0,2.0,11.0,2.8,4.7,3.0,2,8.0,1.0,1.0,15.6,2.0,42.0
119350.0,1.0,1.0,2.0,11.0,2.8,4.7,4.0,1,12.0,1.0,1.0,15.6,2.0,42.0
122110.0,1.0,1.0,2.0,11.0,3.3,4.8,4.0,1,12.0,1.0,1.0,15.6,1.0,63.0
122110.0,1.0,1.0,2.0,11.0,2.8,4.7,4.0,1,12.0,2.0,1.0,14.0,2.0,42.0
