Price,Brand,Processor Brand,Processor Model,Generation,Processor Base Frequency,Processor Max Frequency,Processor Core,Processor Thread,CPU Cache,RAM,RAM Type,Display Size,Graphics Memory,Battery Capacity
121000.0,5.0,2.0,5.0,5.0,3.3,4.2,6.0,4,9.0,1.0,1.0,15.6,4.0,53.0
122060.0,5.0,1.0,1.0,11.0,2.7,4.5,6.0,3,12.0,1.0,1.0,15.6,1.0,51.0
126500.0,12.0,1.0,1.0,12.0,2.7,4.5,5.0,3,18.0,1.0,1.0,15.6,4.0,54.0
126500.0,1.0,2.0,5.0,4.0,3.0,4.0,6.0,4,8.0,1.0,1.0,15.6,4.0,48.0
126450.0,1.0,1.0,2.0,11.0,2.8,4.7,4.0,1,12.0,1.0,1.0,15.6,2.0,42.0
130900.0,1.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,4.0,14.0,1.0,63.0
126450.0,1.0,1.0,2.0,11.0,2.8,4.7,4.0,1,12.0,1.0,1.0,15.6,2.0,42.0
129120.0,5.0,1.0,1.0,12.0,3.3,4.4,3.0,4,12.0,1.0,1.0,15.6,4.0,53.0
129700.0,2.0,1.0,1.0,11.0,3.1,4.4,4.0,1,8.0,2.0,1.0,16.0,2.0,75.0
129800.0,4.0,1.0,1.0,12.0,3.1,4.4,5.0,3,18.0,1.0,1.0,15.6,4.0,57.0
129800.0,1.0,2.0,5.0,4.0,3.0,4.0,6.0,4,8.0,1.0,1.0,17.3,4.0,48.0
136490.0,1.0,1.0,2.0,11.0,2.8,4.7,4.0,1,12.0,2.0,1.0,13.3,1.0,33.0
137500.0,1.0,2.0,4.0,4.0,2.9,4.2,3.0,3,8.0,2.0,1.0,15.6,4.0,48.0
138380.0,1.0,2.0,5.0,5.0,2.3,4.3,6.0,4,9.0,2.0,4.0,14.0,1.0,75.0
138600.0,1.0,1.0,7.0,12.0,2.3,4.3,5.0,3,18.0,2.0,1.0,16.0,1.0,70.0
143000.0,1.0,1.0,1.0,11.0,2.7,4.5,6.0,4,12.0,1.0,1.0,15.6,4.0,48.0
143000.0,1.0,2.0,4.0,4.0,2.9,4.2,3.0,3,8.0,2.0,1.0,17.3,4.0,48.0
143810.0,1.0,2.0,5.0,4.0,3.0,4.0,6.0,4,8.0,2.0,1.0,15.6,4.0,63.0
145930.0,2.0,1.0,2.0,11.0,3.3,4.8,4.0,1,12.0,2.0,1.0,15.6,4.0,45.0
142020.0,1.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,4.0,14.0,1.0,63.0
145930.0,2.0,1.0,2.0,11.0,3.3,4.8,4.0,1,12.0,2.0,1.0,15.6,4.0,45.0
148500.0,3.0,2.0,4.0,5.0,3.2,4.4,3.0,3,9.0,2.0,1.0,15.6,4.0,52.0
220550.0,3.0,1.0,3.0,12.0,1.1,4.2,2.0,1,9.0,1.0,1.0,15.6,1.0,96.0
149730.0,1.0,2.0,4.0,5.0,2.0,2.0,3.0,3,9.0,2.0,4.0,14.0,1.0,75.0
150820.0,2.0,1.0,2.0,11.0,2.8,2.8,4.0,1,12.0,2.0,1.0,14.0,2.0,3.0
148500.0,5.0,1.0,2.0,11.0,3.0,4.8,4.0,1,12.0,2.0,4.0,14.0,2.0,52.0
152990.0,7.0,3.0,10.0,4.0,2.4,2.4,3.0,1,18.0,1.0,1.0,13.6,1.0,52.0
152990.0,7.0,3.0,10.0,11.0,2.4,2.4,3.0,1,18.0,1.0,1.0,13.6,1.0,52.0
152990.0,7.0,3.0,10.0,11.0,2.4,2.4,3.0,1,18.0,1.0,1.0,13.6,1.0,52.0
152990.0,7.0,3.0,10.0,12.0,2.4,2.4,3.0,1,18.0,1.0,1.0,13.6,1.0,52.0
155160.0,2.0,1.0,2.0,5.0,2.6,4.8,3.0,1,18.0,1.0,2.0,16.0,4.0,49.0
155160.0,5.0,1.0,2.0,11.0,1.2,4.8,4.0,1,12.0,2.0,3.0,14.0,4.0,52.0
154000.0,4.0,2.0,5.0,6.0,3.3,4.5,6.0,4,9.0,1.0,2.0,15.6,4.0,57.0
154000.0,1.0,2.0,4.0,6.0,3.2,4.7,3.0,3,9.0,1.0,2.0,15.6,4.0,56.0
154000.0,1.0,1.0,1.0,12.0,3.3,4.4,3.0,4,12.0,1.0,2.0,15.6,4.0,76.0
154000.0,1.0,2.0,4.0,4.0,2.9,4.2,3.0,3,8.0,1.0,1.0,15.6,4.0,56.0
155100.0,1.0,2.0,4.0,12.0,2.9,4.2,3.0,3,18.0,2.0,1.0,15.6,4.0,63.0
156200.0,8.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,2.0,4.0,13.5,1.0,47.0
152000.0,8.0,1.0,1.0,12.0,2.4,4.2,4.0,4,12.0,1.0,5.0,13.0,1.0,47.0
156200.0,1.0,1.0,2.0,11.0,2.3,4.6,3.0,3,13.0,1.0,1.0,15.6,4.0,48.0
151800.0,4.0,2.0,4.0,5.0,2.3,4.6,3.0,3,9.0,2.0,1.0,15.6,4.0,57.0
160580.0,1.0,2.0,4.0,6.0,3.2,4.7,3.0,3,9.0,2.0,2.0,16.0,4.0,70.0
161670.0,12.0,1.0,1.0,12.0,3.2,4.7,5.0,3,18.0,1.0,1.0,15.6,3.0,54.0
160080.0,1.0,2.0,4.0,7.0,4.0,4.0,4.0,3,9.0,2.0,1.0,15.6,4.0,63.0
166550.0,7.0,1.0,3.0,12.0,2.1,4.3,5.0,4,12.0,1.0,1.0,15.6,1.0,52.0
166550.0,7.0,1.0,10.0,11.0,3.3,1.7,4.0,1,9.0,4.0,1.0,15.6,1.0,45.0
158500.0,2.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,14.0,1.0,50.0
166590.0,1.0,1.0,2.0,11.0,2.8,4.7,4.0,1,12.0,2.0,4.0,14.0,1.0,63.0
169260.0,1.0,1.0,2.0,11.0,2.8,4.7,4.0,1,12.0,2.0,4.0,14.0,1.0,63.0
168760.0,1.0,2.0,8.0,5.0,3.3,3.3,3.0,3,9.0,2.0,1.0,15.6,4.0,63.0
170500.0,1.0,1.0,7.0,11.0,2.9,5.0,4.0,1,12.0,2.0,4.0,14.0,1.0,70.0
170500.0,1.0,1.0,1.0,12.0,3.3,4.4,3.0,4,12.0,2.0,2.0,15.6,4.0,76.0
172420.0,8.0,1.0,1.0,12.0,3.3,4.4,4.0,4,12.0,2.0,6.0,13.5,1.0,47.0
176000.0,1.0,1.0,2.0,12.0,2.3,2.3,1.0,5,13.0,1.0,2.0,15.6,4.0,56.0
180400.0,1.0,1.0,2.0,11.0,3.3,4.8,4.0,1,12.0,2.0,1.0,16.0,4.0,96.0
182600.0,1.0,2.0,4.0,6.0,3.2,4.7,3.0,3,9.0,2.0,2.0,15.6,1.0,56.0
182600.0,1.0,2.0,4.0,6.0,3.2,4.7,3.0,3,9.0,2.0,2.0,15.6,1.0,56.0
183950.0,2.0,1.0,3.0,5.0,2.4,4.1,4.0,3,8.0,2.0,1.0,14.0,4.0,63.0
183048.0,1.0,1.0,2.0,11.0,2.8,4.7,4.0,1,12.0,2.0,4.0,14.0,1.0,70.0
187710.0,7.0,3.0,10.0,11.0,2.4,2.4,3.0,1,18.0,1.0,1.0,13.6,1.0,52.0
187000.0,1.0,1.0,2.0,12.0,2.3,4.7,4.0,3,13.0,2.0,2.0,15.6,4.0,76.0
188790.0,8.0,1.0,2.0,11.0,3.0,4.8,4.0,1,12.0,2.0,4.0,15.0,1.0,47.0
189200.0,1.0,2.0,4.0,5.0,3.2,4.4,3.0,3,9.0,2.0,1.0,15.6,3.0,90.0
191500.0,2.0,1.0,2.0,11.0,2.8,4.7,4.0,1,12.0,2.0,1.0,13.3,2.0,50.0
190460.0,1.0,2.0,4.0,5.0,2.8,4.4,3.0,3,9.0,2.0,1.0,16.0,4.0,96.0
192050.0,8.0,1.0,1.0,11.0,2.6,4.4,4.0,1,8.0,2.0,4.0,14.4,2.0,37.0
187710.0,7.0,3.0,10.0,11.0,2.4,2.4,3.0,1,18.0,1.0,1.0,13.6,1.0,52.0
195800.0,1.0,2.0,4.0,4.0,2.9,4.2,3.0,3,8.0,2.0,1.0,15.6,3.0,90.0
199100.0,7.0,2.0,2.0,12.0,3.0,4.7,2.0,1,12.0,2.0,1.0,16.0,1.0,37.0
190500.0,2.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,2.0,1.0,14.0,4.0,50.0
200200.0,1.0,1.0,1.0,12.0,3.3,4.4,3.0,4,12.0,2.0,2.0,15.6,3.0,76.0
204120.0,5.0,1.0,2.0,11.0,2.3,4.6,3.0,3,13.0,2.0,1.0,16.0,3.0,90.0
193000.0,2.0,1.0,2.0,11.0,2.8,4.7,4.0,1,12.0,2.0,1.0,14.0,4.0,50.0
206800.0,1.0,2.0,4.0,6.0,3.2,4.7,3.0,3,9.0,2.0,2.0,15.6,3.0,90.0
217800.0,1.0,1.0,2.0,12.0,2.3,4.7,4.0,3,13.0,2.0,2.0,15.6,3.0,76.0
229480.0,1.0,2.0,4.0,6.0,3.2,4.7,3.0,3,9.0,2.0,2.0,15.6,3.0,90.0
231690.0,4.0,1.0,2.0,12.0,3.5,4.7,1.0,5,13.0,2.0,1.0,15.6,3.0,57.0
237490.0,5.0,1.0,2.0,13.0,2.2,5.0,5.0,3,18.0,2.0,5.0,16.0,1.0,82.0
240330.0,1.0,2.0,4.0,6.0,3.2,4.7,3.0,3,9.0,2.0,2.0,17.3,3.0,90.0
241460.0,12.0,1.0,2.0,11.0,2.3,4.6,3.0,3,13.0,2.0,1.0,15.6,4.0,99.0
240870.0,12.0,1.0,2.0,12.0,2.3,2.3,1.0,5,13.0,2.0,1.0,15.6,3.0,99.0
233275.0,1.0,1.0,2.0,12.0,2.3,4.7,1.0,5,13.0,2.0,5.0,14.5,1.0,76.0
235000.0,7.0,1.0,2.0,9.0,3.0,4.4,2.0,2,13.0,2.0,1.0,14.0,1.0,70.0
246300.0,12.0,1.0,2.0,10.0,2.2,5.0,3.0,3,9.0,3.0,1.0,15.6,4.0,99.0
253000.0,1.0,2.0,8.0,6.0,2.4,4.7,3.0,3,9.0,2.0,1.0,14.0,4.0,76.0
257150.0,5.0,1.0,2.0,13.0,2.4,4.9,4.0,3,13.0,2.0,2.0,15.6,3.0,53.0
258770.0,7.0,3.0,10.0,11.0,1.9,4.2,4.0,3,8.0,2.0,1.0,14.2,1.0,10.0
258500.0,1.0,2.0,4.0,6.0,2.8,4.7,3.0,3,9.0,2.0,2.0,15.6,3.0,90.0
263550.0,5.0,1.0,2.0,13.0,2.4,4.9,4.0,3,13.0,2.0,2.0,17.3,3.0,53.0
258770.0,7.0,3.0,10.0,12.0,3.0,4.1,4.0,3,8.0,2.0,5.0,14.2,1.0,10.0
258230.0,1.0,1.0,2.0,12.0,2.3,4.7,1.0,5,13.0,2.0,5.0,14.5,4.0,76.0
266000.0,2.0,1.0,2.0,11.0,2.8,4.7,4.0,1,12.0,2.0,4.0,14.0,1.0,57.0
313500.0,6.0,1.0,2.0,12.0,2.1,4.7,5.0,3,18.0,2.0,5.0,13.4,1.0,55.0
335500.0,6.0,1.0,2.0,12.0,2.1,4.7,4.0,4,12.0,2.0,2.0,14.0,1.0,60.0
367820.0,5.0,1.0,2.0,13.0,2.4,5.0,1.0,5,13.0,2.0,2.0,17.3,4.0,65.0
375410.0,6.0,1.0,2.0,12.0,2.3,2.3,1.0,5,13.0,2.0,2.0,15.6,4.0,86.0
385000.0,7.0,3.0,10.0,11.0,2.1,4.2,5.0,3,8.0,2.0,1.0,16.2,1.0,10.0
381920.0,1.0,1.0,9.0,12.0,2.5,5.0,1.0,5,13.0,3.0,5.0,16.0,3.0,96.0
462000.0,6.0,1.0,2.0,12.0,2.3,2.3,1.0,5,13.0,2.0,2.0,17.0,3.0,97.0
836890.0,5.0,1.0,9.0,13.0,2.2,5.6,7.0,7,16.0,5.0,2.0,17.3,5.0,99.0
59400.0,2.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,1.0,1.0,14.0,1.0,38.0
65450.0,2.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,1.0,1.0,14.0,1.0,38.0
59400.0,2.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,1.0,1.0,14.0,1.0,38.0
69850.0,2.0,1.0,3.0,12.0,3.0,4.1,6.0,1,10.0,1.0,1.0,15.6,1.0,45.0
92400.0,2.0,1.0,1.0,12.0,3.3,4.4,4.0,4,12.0,1.0,1.0,15.6,1.0,45.0
118800.0,2.0,1.0,1.0,12.0,3.3,4.4,4.0,4,12.0,2.0,1.0,15.6,2.0,76.0
126500.0,2.0,1.0,1.0,12.0,3.3,4.4,4.0,4,12.0,2.0,1.0,14.0,1.0,52.0
154000.0,2.0,1.0,1.0,12.0,3.3,4.4,3.0,4,12.0,2.0,1.0,16.0,4.0,71.0
269500.0,2.0,1.0,2.0,12.0,3.6,4.8,1.0,5,13.0,2.0,2.0,14.0,1.0,75.0
275590.0,2.0,1.0,2.0,12.0,2.3,2.3,1.0,5,13.0,2.0,2.0,16.0,3.0,80.0
302500.0,6.0,1.0,2.0,11.0,2.3,4.6,3.0,3,13.0,2.0,1.0,15.6,4.0,86.0
295710.0,1.0,2.0,4.0,5.0,3.2,3.2,3.0,3,9.0,2.0,1.0,16.0,3.0,90.0
301130.0,7.0,1.0,2.0,3.0,3.2,4.4,5.0,1,9.0,4.0,1.0,16.0,4.0,53.0
314500.0,7.0,1.0,1.0,12.0,3.0,4.2,4.0,3,8.0,1.0,1.0,15.6,1.0,37.0
325000.0,1.0,2.0,4.0,5.0,3.3,4.6,3.0,3,9.0,3.0,1.0,16.0,3.0,90.0
335500.0,6.0,1.0,2.0,11.0,1.2,4.8,4.0,1,12.0,2.0,1.0,14.0,1.0,88.0
331510.0,2.0,2.0,4.0,11.0,2.3,4.1,3.0,3,9.0,2.0,1.0,16.0,5.0,80.0
340690.0,1.0,2.0,8.0,5.0,3.0,4.8,3.0,3,9.0,3.0,1.0,13.4,4.0,62.0
349500.0,7.0,3.0,10.0,11.0,3.0,4.7,5.0,3,8.0,2.0,3.0,14.2,1.0,10.0
358640.0,2.0,2.0,8.0,5.0,3.3,3.3,3.0,3,9.0,2.0,1.0,16.0,5.0,80.0
358640.0,1.0,2.0,4.0,5.0,3.3,4.6,3.0,3,9.0,3.0,1.0,16.0,4.0,90.0
379210.0,1.0,1.0,9.0,12.0,2.5,5.0,1.0,5,13.0,3.0,2.0,16.0,4.0,90.0
393860.0,1.0,1.0,2.0,11.0,2.3,4.6,3.0,3,13.0,3.0,1.0,16.0,3.0,90.0
422070.0,7.0,1.0,10.0,11.0,1.1,4.4,4.0,3,13.0,1.0,1.0,15.6,4.0,76.0
412500.0,7.0,3.0,10.0,12.0,2.4,4.1,4.0,2,9.0,3.0,1.0,16.2,1.0,10.0
667280.0,7.0,1.0,3.0,10.0,1.0,4.2,4.0,1,8.0,1.0,3.0,15.6,1.0,53.0
566500.0,5.0,1.0,9.0,13.0,2.2,5.6,7.0,7,16.0,3.0,2.0,16.0,4.0,99.0
246300.0,5.0,1.0,2.0,12.0,2.3,4.7,4.0,3,13.0,2.0,2.0,17.3,3.0,53.0
68300.0,5.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,1.0,1.0,14.0,1.0,39.0
79750.0,5.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,15.6,1.0,39.0
177940.0,2.0,1.0,2.0,12.0,2.3,4.7,4.0,3,13.0,2.0,1.0,16.0,4.0,71.0
275590.0,2.0,1.0,2.0,12.0,3.4,4.7,5.0,3,18.0,2.0,2.0,14.0,1.0,75.0
203980.0,2.0,1.0,2.0,12.0,3.4,4.7,5.0,3,18.0,2.0,2.0,13.3,2.0,50.0
167090.0,2.0,1.0,2.0,12.0,3.4,4.7,4.0,4,12.0,2.0,1.0,15.6,2.0,76.0
160580.0,2.0,1.0,2.0,12.0,3.4,4.7,4.0,4,12.0,2.0,1.0,14.0,1.0,52.0
269080.0,2.0,1.0,2.0,12.0,2.3,2.3,1.0,5,13.0,2.0,2.0,15.6,4.0,80.0
268860.0,2.0,1.0,2.0,12.0,2.3,2.3,1.0,5,13.0,2.0,2.0,15.6,3.0,80.0
275590.0,2.0,1.0,2.0,12.0,2.3,2.3,1.0,5,13.0,2.0,2.0,16.0,3.0,99.0
182280.0,2.0,1.0,2.0,12.0,2.3,2.3,1.0,5,13.0,2.0,2.0,14.0,2.0,61.0
99000.0,5.0,1.0,1.0,11.0,2.7,4.5,6.0,4,12.0,1.0,1.0,15.6,4.0,51.0
104160.0,2.0,1.0,1.0,11.0,2.6,4.4,4.0,1,8.0,1.0,1.0,15.6,4.0,90.0
115010.0,7.0,3.0,10.0,10.0,2.0,2.0,3.0,1,9.0,1.0,1.0,13.3,1.0,49.0
48830.0,4.0,1.0,3.0,11.0,1.7,4.1,2.0,2,6.0,4.0,1.0,15.6,1.0,36.0
49910.0,3.0,1.0,7.0,12.0,1.1,2.8,2.0,2,4.0,4.0,1.0,15.6,1.0,41.0
49910.0,4.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,4.0,1.0,15.6,1.0,36.0
51320.0,2.0,1.0,3.0,10.0,1.2,3.4,2.0,2,4.0,4.0,1.0,15.6,1.0,35.0
55340.0,3.0,2.0,11.0,12.0,2.3,3.2,2.0,2,5.0,1.0,1.0,15.6,1.0,90.0
55660.0,2.0,2.0,6.0,12.0,2.6,3.5,2.0,2,5.0,1.0,1.0,15.6,1.0,42.0
57290.0,6.0,2.0,6.0,12.0,2.6,3.5,2.0,2,5.0,1.0,1.0,15.6,1.0,41.0
62170.0,6.0,1.0,3.0,11.0,2.6,4.1,2.0,2,6.0,1.0,1.0,15.6,1.0,41.0
62710.0,6.0,1.0,3.0,11.0,2.6,4.1,2.0,2,6.0,1.0,1.0,15.6,1.0,41.0
65640.0,3.0,2.0,6.0,12.0,2.6,3.8,4.0,1,4.0,1.0,1.0,15.6,1.0,41.0
66730.0,3.0,1.0,3.0,12.0,2.6,4.4,6.0,1,10.0,4.0,1.0,15.6,1.0,37.0
67600.0,4.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,15.6,1.0,36.0
69440.0,4.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,15.6,1.0,36.0
69980.0,4.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,15.6,1.0,36.0
69980.0,3.0,1.0,3.0,12.0,2.4,4.4,6.0,1,10.0,1.0,1.0,15.6,1.0,41.0
93530.0,6.0,1.0,1.0,11.0,2.4,4.2,4.0,1,8.0,1.0,1.0,15.6,2.0,41.0
49910.0,3.0,1.0,7.0,12.0,1.1,4.0,2.0,2,4.0,4.0,1.0,15.6,1.0,36.0
32010.0,6.0,1.0,7.0,12.0,1.9,3.8,2.0,2,2.0,4.0,1.0,14.0,1.0,45.0
33420.0,6.0,1.0,7.0,12.0,1.9,3.6,2.0,2,2.0,4.0,1.0,14.0,1.0,45.0
38300.0,2.0,1.0,7.0,12.0,1.1,2.8,2.0,2,4.0,4.0,1.0,15.6,1.0,35.0
38300.0,2.0,1.0,7.0,12.0,1.1,2.8,2.0,2,4.0,4.0,1.0,15.6,1.0,35.0
38630.0,2.0,1.0,7.0,12.0,1.1,2.8,2.0,2,4.0,4.0,1.0,10.1,1.0,39.0
38520.0,2.0,1.0,7.0,12.0,1.1,2.8,2.0,2,4.0,4.0,1.0,15.6,1.0,35.0
38840.0,2.0,1.0,7.0,12.0,1.1,2.8,2.0,2,4.0,4.0,1.0,15.6,1.0,35.0
39390.0,2.0,1.0,7.0,12.0,1.1,2.8,2.0,2,4.0,4.0,1.0,14.0,1.0,37.0
39390.0,2.0,1.0,7.0,12.0,1.1,2.8,2.0,2,4.0,4.0,1.0,15.6,1.0,90.0
42100.0,1.0,1.0,7.0,12.0,1.1,2.8,2.0,2,4.0,4.0,1.0,15.6,1.0,37.0
43080.0,6.0,1.0,7.0,12.0,1.1,2.8,2.0,2,4.0,4.0,1.0,15.6,1.0,37.0
43400.0,1.0,1.0,7.0,12.0,1.1,2.8,2.0,2,4.0,4.0,1.0,15.6,1.0,37.0
44270.0,1.0,1.0,7.0,12.0,1.1,2.8,2.0,2,4.0,4.0,1.0,14.0,1.0,37.0
44270.0,1.0,1.0,7.0,12.0,1.1,2.8,2.0,2,4.0,4.0,1.0,15.6,1.0,41.0
44270.0,1.0,1.0,7.0,12.0,1.1,2.8,2.0,2,4.0,4.0,1.0,15.6,1.0,37.0
44700.0,3.0,1.0,7.0,12.0,1.1,2.8,2.0,2,4.0,4.0,1.0,15.6,1.0,37.0
44810.0,6.0,1.0,7.0,12.0,1.1,3.1,4.0,2,4.0,4.0,1.0,15.6,1.0,36.0
44490.0,1.0,1.0,7.0,12.0,1.1,3.4,2.0,2,4.0,4.0,1.0,15.6,1.0,42.0
46220.0,4.0,2.0,6.0,12.0,2.6,3.5,2.0,2,5.0,4.0,1.0,14.0,1.0,42.0
48610.0,6.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,4.0,1.0,14.0,1.0,45.0
48280.0,1.0,1.0,7.0,12.0,1.1,2.8,2.0,2,4.0,4.0,1.0,15.6,1.0,63.0
48720.0,6.0,1.0,3.0,10.0,2.1,4.1,2.0,2,4.0,1.0,1.0,14.0,1.0,37.0
48830.0,4.0,2.0,6.0,12.0,2.6,3.5,2.0,2,4.0,1.0,1.0,15.6,1.0,37.0
50240.0,1.0,1.0,3.0,10.0,2.1,4.1,2.0,2,4.0,4.0,1.0,15.6,1.0,37.0
50240.0,1.0,1.0,3.0,10.0,2.1,4.1,2.0,2,4.0,4.0,1.0,15.6,1.0,37.0
50240.0,1.0,1.0,3.0,10.0,2.1,4.1,2.0,2,4.0,4.0,1.0,14.0,1.0,37.0
50240.0,1.0,1.0,3.0,10.0,2.1,4.1,2.0,2,4.0,4.0,1.0,14.0,1.0,37.0
50780.0,1.0,1.0,3.0,10.0,2.1,4.1,2.0,2,4.0,4.0,1.0,15.6,1.0,42.0
50780.0,1.0,1.0,3.0,10.0,1.2,3.4,2.0,2,4.0,4.0,1.0,15.6,1.0,42.0
51320.0,1.0,1.0,7.0,12.0,1.1,2.8,2.0,2,4.0,4.0,1.0,11.6,1.0,36.0
51760.0,6.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,4.0,1.0,14.0,1.0,36.0
51760.0,6.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,1.0,1.0,14.0,1.0,37.0
52950.0,4.0,1.0,3.0,11.0,3.0,4.1,2.0,2,6.0,1.0,1.0,15.6,1.0,41.0
53170.0,4.0,1.0,3.0,11.0,1.7,4.1,2.0,2,6.0,1.0,1.0,15.6,1.0,41.0
54470.0,1.0,2.0,6.0,12.0,2.6,3.5,2.0,2,5.0,4.0,1.0,14.0,1.0,62.0
55010.0,6.0,1.0,3.0,11.0,2.6,4.1,2.0,2,6.0,4.0,1.0,15.6,1.0,37.0
56420.0,6.0,1.0,3.0,11.0,2.6,4.1,2.0,2,6.0,4.0,1.0,15.6,1.0,37.0
56100.0,1.0,1.0,3.0,11.0,2.6,4.1,2.0,2,6.0,4.0,1.0,15.6,1.0,37.0
56200.0,1.0,2.0,6.0,12.0,2.6,3.5,2.0,2,4.0,4.0,1.0,15.6,1.0,38.0
56200.0,1.0,1.0,3.0,11.0,2.6,4.1,2.0,2,6.0,4.0,1.0,15.6,1.0,38.0
